municipality,state,code,variable,value
Donato Guerra,México,Coutput/pdfs/15032,"Rango de precipitación","1 000 – 1 200 mm"
Ecatepec de Morelos,México,Coutput/pdfs/15033,"Rango de temperatura","12 – 18°C"
Ecatepec de Morelos,México,Coutput/pdfs/15033,"Rango de precipitación","500 – 700 mm"
Ecatzingo,México,Coutput/pdfs/15034,"Rango de temperatura","6 – 20°C"
Ecatzingo,México,Coutput/pdfs/15034,"Rango de precipitación","1 100 – 1 300 mm"
Huehuetoca,México,Coutput/pdfs/15035,"Rango de temperatura","12 – 16°C"
Huehuetoca,México,Coutput/pdfs/15035,"Rango de precipitación","600 – 800 mm"
Hueypoxtla,México,Coutput/pdfs/15036,"Rango de temperatura","12 – 16°C"
Hueypoxtla,México,Coutput/pdfs/15036,"Rango de precipitación","500 – 700 mm"
Huixquilucan,México,Coutput/pdfs/15037,"Rango de temperatura","8 – 16°C"
Huixquilucan,México,Coutput/pdfs/15037,"Rango de precipitación","800 – 1 300 mm"
Isidro Fabela,México,Coutput/pdfs/15038,"Rango de temperatura","6 – 14°C"
Isidro Fabela,México,Coutput/pdfs/15038,"Rango de precipitación","800 – 1 300 mm"
Ixtapaluca,México,Coutput/pdfs/15039,"Rango de temperatura","6 – 16°C"
Ixtapaluca,México,Coutput/pdfs/15039,"Rango de precipitación","600 – 1 100 mm"
Ixtapan de la Sal,México,Coutput/pdfs/15040,"Rango de temperatura","14 – 22°C"
Ixtapan de la Sal,México,Coutput/pdfs/15040,"Rango de precipitación","1 000 – 1 200 mm"
Ixtapan del Oro,México,Coutput/pdfs/15041,"Rango de temperatura","16 – 22°C"
Ixtapan del Oro,México,Coutput/pdfs/15041,"Rango de precipitación","800 – 1 100 mm"
Ixtlahuaca,México,Coutput/pdfs/15042,"Rango de temperatura","8 – 14°C"
Ixtlahuaca,México,Coutput/pdfs/15042,"Rango de precipitación","800 – 1 100 mm"
Xalatlaco,México,Coutput/pdfs/15043,"Rango de temperatura","6 – 14°C"
Xalatlaco,México,Coutput/pdfs/15043,"Rango de precipitación","1 100 – 2 000 mm"
Jaltenco,México,Coutput/pdfs/15044,"Rango de temperatura","14 – 16°C"
Jaltenco,México,Coutput/pdfs/15044,"Rango de precipitación","600 – 700 mm"
Jilotepec,México,Coutput/pdfs/15045,"Rango de temperatura","10 – 16°C"
Jilotepec,México,Coutput/pdfs/15045,"Rango de precipitación","600 – 1 000 mm"
Jilotzingo,México,Coutput/pdfs/15046,"Rango de temperatura","8 – 16°C"
Jilotzingo,México,Coutput/pdfs/15046,"Rango de precipitación","800 – 1 300 mm"
Jiquipilco,México,Coutput/pdfs/15047,"Rango de temperatura","8 – 14°C"
Jiquipilco,México,Coutput/pdfs/15047,"Rango de precipitación","800 – 1 300 mm"
Jocotitlán,México,Coutput/pdfs/15048,"Rango de temperatura","6 – 14°C"
Jocotitlán,México,Coutput/pdfs/15048,"Rango de precipitación","800 – 1 100 mm"
Joquicingo,México,Coutput/pdfs/15049,"Rango de temperatura","12 – 18°C"
Joquicingo,México,Coutput/pdfs/15049,"Rango de precipitación","800 – 1 300 mm"
Juchitepec,México,Coutput/pdfs/15050,"Rango de temperatura","10 – 16°C"
Juchitepec,México,Coutput/pdfs/15050,"Rango de precipitación","800 – 1 100 mm"
Lerma,México,Coutput/pdfs/15051,"Rango de temperatura","8 – 14°C"
Lerma,México,Coutput/pdfs/15051,"Rango de precipitación","800 – 1 300 mm"
Malinalco,México,Coutput/pdfs/15052,"Rango de temperatura","14 – 28°C"
Malinalco,México,Coutput/pdfs/15052,"Rango de precipitación","800 – 1 300 mm"
Melchor Ocampo,México,Coutput/pdfs/15053,"Rango de temperatura","12 – 16°C"
Melchor Ocampo,México,Coutput/pdfs/15053,"Rango de precipitación","600 – 700 mm"
Metepec,México,Coutput/pdfs/15054,"Rango de temperatura","10 – 14°C"
Metepec,México,Coutput/pdfs/15054,"Rango de precipitación","700 – 1 000 mm"
Mexicaltzingo,México,Coutput/pdfs/15055,"Rango de temperatura","10 – 14°C"
Mexicaltzingo,México,Coutput/pdfs/15055,"Rango de precipitación","800 – 1 000 mm"
Morelos,México,Coutput/pdfs/15056,"Rango de temperatura","8 – 14°C"
Morelos,México,Coutput/pdfs/15056,"Rango de precipitación","800 – 1 300 mm"
Naucalpan de Juárez,México,Coutput/pdfs/15057,"Rango de temperatura","8 – 18°C"
Naucalpan de Juárez,México,Coutput/pdfs/15057,"Rango de precipitación","600 – 1 300 mm"
Nezahualcóyotl,México,Coutput/pdfs/15058,"Rango de temperatura","14 – 18°C"
Nezahualcóyotl,México,Coutput/pdfs/15058,"Rango de precipitación","500 – 700 mm"
Nextlalpan,México,Coutput/pdfs/15059,"Rango de temperatura","10 – 14°C"
Nextlalpan,México,Coutput/pdfs/15059,"Rango de precipitación","500 – 700 mm"
Nicolás Romero,México,Coutput/pdfs/15060,"Rango de temperatura","6 – 16°C"
Nicolás Romero,México,Coutput/pdfs/15060,"Rango de precipitación","700 – 1 300 mm"
Nopaltepec,México,Coutput/pdfs/15061,"Rango de temperatura","12 – 16°C"
Nopaltepec,México,Coutput/pdfs/15061,"Rango de precipitación","500 – 700 mm"
Ocoyoacac,México,Coutput/pdfs/15062,"Rango de temperatura","6 – 14°C"
Ocoyoacac,México,Coutput/pdfs/15062,"Rango de precipitación","800 – 2 000 mm"
Ocuilan,México,Coutput/pdfs/15063,"Rango de temperatura","8 – 22°C"
Ocuilan,México,Coutput/pdfs/15063,"Rango de precipitación","1 100 – 2 000 mm"
El Oro,México,Coutput/pdfs/15064,"Rango de temperatura","12 – 16°C"
El Oro,México,Coutput/pdfs/15064,"Rango de precipitación","800 – 1 000 mm"
Otumba,México,Coutput/pdfs/15065,"Rango de temperatura","12 – 16°C"
Otumba,México,Coutput/pdfs/15065,"Rango de precipitación","600 – 700 mm"
Otzoloapan,México,Coutput/pdfs/15066,"Rango de temperatura","14 – 26°C"
Otzoloapan,México,Coutput/pdfs/15066,"Rango de precipitación","800 – 1 100 mm"
Otzolotepec,México,Coutput/pdfs/15067,"Rango de temperatura","8 – 14°C"
Otzolotepec,México,Coutput/pdfs/15067,"Rango de precipitación","800 – 1 300 mm"
Ozumba,México,Coutput/pdfs/15068,"Rango de temperatura","12 – 20°C"
Ozumba,México,Coutput/pdfs/15068,"Rango de precipitación","800 – 1 100 mm"
Papalotla,México,Coutput/pdfs/15069,"Rango de temperatura","14 – 16°C"
Papalotla,México,Coutput/pdfs/15069,"Rango de precipitación","600 – 700 mm"
La Paz,México,Coutput/pdfs/15070,"Rango de temperatura","12 – 18°C"
La Paz,México,Coutput/pdfs/15070,"Rango de precipitación","500 – 700 mm"
Polotitlán,México,Coutput/pdfs/15071,"Rango de temperatura","12 – 18°C"
Polotitlán,México,Coutput/pdfs/15071,"Rango de precipitación","600 – 800 mm"
Rayón,México,Coutput/pdfs/15072,"Rango de temperatura","10 – 14°C"
Rayón,México,Coutput/pdfs/15072,"Rango de precipitación","800 – 1 100 mm"
San Antonio la Isla,México,Coutput/pdfs/15073,"Rango de temperatura","10 – 14°C"
San Antonio la Isla,México,Coutput/pdfs/15073,"Rango de precipitación","800 – 1 000 mm"
San Felipe del Progreso,México,Coutput/pdfs/15074,"Rango de temperatura","10 – 14°C"
San Felipe del Progreso,México,Coutput/pdfs/15074,"Rango de precipitación","800 – 1 100 mm"
San Martín de las Pirámides,México,Coutput/pdfs/15075,"Rango de temperatura","12 – 16°C"
San Martín de las Pirámides,México,Coutput/pdfs/15075,"Rango de precipitación","500 – 700 mm"
San Mateo Atenco,México,Coutput/pdfs/15076,"Rango de temperatura","10 – 14°C"
San Mateo Atenco,México,Coutput/pdfs/15076,"Rango de precipitación","800 – 1 000 mm"
San Simón de Guerrero,México,Coutput/pdfs/15077,"Rango de temperatura","12 – 22°C"
San Simón de Guerrero,México,Coutput/pdfs/15077,"Rango de precipitación","1 300 – 2 000 mm"
Santo Tomás,México,Coutput/pdfs/15078,"Rango de temperatura","16 – 26°C"
Santo Tomás,México,Coutput/pdfs/15078,"Rango de precipitación","800 – 1 100 mm"
Soyaniquilpan de Juárez,México,Coutput/pdfs/15079,"Rango de temperatura","12 – 18°C"
Soyaniquilpan de Juárez,México,Coutput/pdfs/15079,"Rango de precipitación","600 – 1 000 mm"
Sultepec,México,Coutput/pdfs/15080,"Rango de temperatura","14 – 26°C"
Sultepec,México,Coutput/pdfs/15080,"Rango de precipitación","1 000 – 2 000 mm"
Tecámac,México,Coutput/pdfs/15081,"Rango de temperatura","14° – 16°C"
Tecámac,México,Coutput/pdfs/15081,"Rango de precipitación","500 – 700 mm"
Tejupilco,México,Coutput/pdfs/15082,"Rango de temperatura","14 – 28°C"
Tejupilco,México,Coutput/pdfs/15082,"Rango de precipitación","1 000 – 1 700 mm"
Temamatla,México,Coutput/pdfs/15083,"Rango de temperatura","12 – 16°C"
Temamatla,México,Coutput/pdfs/15083,"Rango de precipitación","600 – 900 mm"
Temascalapa,México,Coutput/pdfs/15084,"Rango de temperatura","12 – 16°C"
Temascalapa,México,Coutput/pdfs/15084,"Rango de precipitación","500 – 700 mm"
Temascalcingo,México,Coutput/pdfs/15085,"Rango de temperatura","12 – 16°C"
Temascalcingo,México,Coutput/pdfs/15085,"Rango de precipitación","700 – 900 mm"
Temascaltepec,México,Coutput/pdfs/15086,"Rango de temperatura","12 – 16°C"
Temascaltepec,México,Coutput/pdfs/15086,"Rango de precipitación","700 – 900 mm"
Temoaya,México,Coutput/pdfs/15087,"Rango de temperatura","6 – 14 °C"
Temoaya,México,Coutput/pdfs/15087,"Rango de precipitación","900 – 1300 mm"
Tenancingo,México,Coutput/pdfs/15088,"Rango de temperatura","12 – 22 °C"
Tenancingo,México,Coutput/pdfs/15088,"Rango de precipitación","1 000 – 1 00 mm"
Tenango del Aire,México,Coutput/pdfs/15089,"Rango de temperatura","12 – 16 °C"
Tenango del Aire,México,Coutput/pdfs/15089,"Rango de precipitación","700 – 900 mm"
Tenango del Valle,México,Coutput/pdfs/15090,"Rango de temperatura","4 – 16°C"
Tenango del Valle,México,Coutput/pdfs/15090,"Rango de precipitación","800 – 1 500 mm"
Teoloyucán,México,Coutput/pdfs/15091,"Rango de temperatura","14 – 16 °C"
Teoloyucán,México,Coutput/pdfs/15091,"Rango de precipitación","600 – 800 mm"
Teotihuacán,México,Coutput/pdfs/15092,"Rango de temperatura","14 – 16°C"
Teotihuacán,México,Coutput/pdfs/15092,"Rango de precipitación","600 – 700 mm"
Tepetlaoxtoc,México,Coutput/pdfs/15093,"Rango de temperatura","8 – 14°C"
Tepetlaoxtoc,México,Coutput/pdfs/15093,"Rango de precipitación","600 – 1 200 mm"
Tepetlixpa,México,Coutput/pdfs/15094,"Rango de temperatura","12 - 20°C"
Tepetlixpa,México,Coutput/pdfs/15094,"Rango de precipitación","800 - 1 200 mm"
Tepotzotlán,México,Coutput/pdfs/15095,"Rango de temperatura","14 – 16°C"
Tepotzotlán,México,Coutput/pdfs/15095,"Rango de precipitación","600 – 1 200 mm"
Tequixquiac,México,Coutput/pdfs/15096,"Rango de temperatura","14 – 16°C"
Tequixquiac,México,Coutput/pdfs/15096,"Rango de precipitación","500 – 700 mm"
Texcaltitlán,México,Coutput/pdfs/15097,"Rango de temperatura","10 – 20°C"
Texcaltitlán,México,Coutput/pdfs/15097,"Rango de precipitación","1 200 – 1 500 mm"
Texcalyacac,México,Coutput/pdfs/15098,"Rango de temperatura","12 – 14°C"
Texcalyacac,México,Coutput/pdfs/15098,"Rango de precipitación","800 – 1 200 mm"
Texcoco,México,Coutput/pdfs/15099,"Rango de temperatura","6 – 16°C"
Texcoco,México,Coutput/pdfs/15099,"Rango de precipitación","500 – 1 200 mm"
Tezoyuca,México,Coutput/pdfs/15100,"Rango de temperatura","14 – 16°C"
Tezoyuca,México,Coutput/pdfs/15100,"Rango de precipitación","500 – 700 mm"
Tianguistenco,México,Coutput/pdfs/15101,"Rango de temperatura","8 – 14°C"
Tianguistenco,México,Coutput/pdfs/15101,"Rango de precipitación","800 – 1 500 mm"
Timilpan,México,Coutput/pdfs/15102,"Rango de temperatura","10 – 14°C"
Timilpan,México,Coutput/pdfs/15102,"Rango de precipitación","700 – 1 200 mm"
Tlalmanalco,México,Coutput/pdfs/15103,"Rango de temperatura","4 – 16°C"
Tlalmanalco,México,Coutput/pdfs/15103,"Rango de precipitación","700 – 1 200 mm"
Tlalnepantla de Baz,México,Coutput/pdfs/15104,"Rango de temperatura","12 – 18°C"
Tlalnepantla de Baz,México,Coutput/pdfs/15104,"Rango de precipitación","500 – 800 mm"
Tlatlaya,México,Coutput/pdfs/15105,"Rango de temperatura","18 – 28°C"
Tlatlaya,México,Coutput/pdfs/15105,"Rango de precipitación","1 000 – 1 500 mm"
Toluca,México,Coutput/pdfs/15106,"Rango de temperatura","4 – 14°C"
Toluca,México,Coutput/pdfs/15106,"Rango de precipitación","800 – 1 500 mm"
Tonatico,México,Coutput/pdfs/15107,"Rango de temperatura","18 – 24°C"
Tonatico,México,Coutput/pdfs/15107,"Rango de precipitación","1 000 – 1 200 mm"
Tultepec,México,Coutput/pdfs/15108,"Rango de temperatura","14 – 16°C"
Tultepec,México,Coutput/pdfs/15108,"Rango de precipitación","600 – 700 mm"
Tultitlán,México,Coutput/pdfs/15109,"Rango de temperatura","14 – 16°C"
Tultitlán,México,Coutput/pdfs/15109,"Rango de precipitación","600 – 700 mm"
Valle de Bravo,México,Coutput/pdfs/15110,"Rango de temperatura","12 – 22°C"
Valle de Bravo,México,Coutput/pdfs/15110,"Rango de precipitación","1 000 – 1 500 mm"
Villa de Allende,México,Coutput/pdfs/15111,"Rango de temperatura","10 – 18°C"
Villa de Allende,México,Coutput/pdfs/15111,"Rango de precipitación","1 000 – 1 200 mm"
Villa del Carbón,México,Coutput/pdfs/15112,"Rango de temperatura","8 – 16°C"
Villa del Carbón,México,Coutput/pdfs/15112,"Rango de precipitación","700 – 1 500 mm"
Villa Guerrero,México,Coutput/pdfs/15113,"Rango de temperatura","6 – 22°C"
Villa Guerrero,México,Coutput/pdfs/15113,"Rango de precipitación","1 000 – 1 500 mm"
Villa Victoria,México,Coutput/pdfs/15114,"Rango de temperatura","10 – 16°C"
Villa Victoria,México,Coutput/pdfs/15114,"Rango de precipitación","800 – 1 200 mm"
Xonacatlán,México,Coutput/pdfs/15115,"Rango de temperatura","8 - 14°C"
Xonacatlán,México,Coutput/pdfs/15115,"Rango de precipitación","800 – 1 500 mm"
Zacazonapan,México,Coutput/pdfs/15116,"Rango de temperatura","16 – 26°C"
Zacazonapan,México,Coutput/pdfs/15116,"Rango de precipitación","1 000 – 1 500 mm"
Zacualpan,México,Coutput/pdfs/15117,"Rango de temperatura","14 – 26°C"
Zacualpan,México,Coutput/pdfs/15117,"Rango de precipitación","1 000 – 1 500 mm"
Zinacantepec,México,Coutput/pdfs/15118,"Rango de temperatura","4 – 14°C"
Zinacantepec,México,Coutput/pdfs/15118,"Rango de precipitación","800 – 1 500 mm"
Zumpahuacán,México,Coutput/pdfs/15119,"Rango de temperatura","16° - 24°C"
Zumpahuacán,México,Coutput/pdfs/15119,"Rango de precipitación","1 000 – 1 500 mm"
Zumpango,México,Coutput/pdfs/15120,"Rango de temperatura","14° - 16°C"
Zumpango,México,Coutput/pdfs/15120,"Rango de precipitación","500 – 700 mm"
Cuautitlán Izcalli,México,Coutput/pdfs/15121,"Rango de temperatura","14° - 16°C"
Cuautitlán Izcalli,México,Coutput/pdfs/15121,"Rango de precipitación","600 – 800 mm"
Valle de Chalco Solidaridad,México,Coutput/pdfs/15122,"Rango de temperatura","14 – 16°C"
Valle de Chalco Solidaridad,México,Coutput/pdfs/15122,"Rango de precipitación","600 – 800 mm"
Luvianos,México,Coutput/pdfs/15123,"Rango de temperatura","20 – 26°C"
Luvianos,México,Coutput/pdfs/15123,"Rango de precipitación","800 – 1 500 mm"
San José del Rincón,México,Coutput/pdfs/15124,"Rango de temperatura","10 – 14°C"
San José del Rincón,México,Coutput/pdfs/15124,"Rango de precipitación","800 – 1 000 mm"
Tonanitla,México,Coutput/pdfs/15125,"Rango de temperatura","14 – 16°C"
Tonanitla,México,Coutput/pdfs/15125,"Rango de precipitación","500 – 700 mm"
Acuitzio,Michoacán de Ocampo,Coutput/pdfs/16001,"Rango de temperatura","10 – 18°C"
Acuitzio,Michoacán de Ocampo,Coutput/pdfs/16001,"Rango de precipitación","800 – 1 300 mm"
Aguililla,Michoacán de Ocampo,Coutput/pdfs/16002,"Rango de temperatura","16 – 30°C"
Aguililla,Michoacán de Ocampo,Coutput/pdfs/16002,"Rango de precipitación","600 – 1 300 mm"
Álvaro Obregón,Michoacán de Ocampo,Coutput/pdfs/16003,"Rango de temperatura","16 – 18°C"
Álvaro Obregón,Michoacán de Ocampo,Coutput/pdfs/16003,"Rango de precipitación","600 – 1 000 mm"
Angamacutiro,Michoacán de Ocampo,Coutput/pdfs/16004,"Rango de temperatura","16 – 22°C"
Angamacutiro,Michoacán de Ocampo,Coutput/pdfs/16004,"Rango de precipitación","700 – 800 mm"
Angangueo,Michoacán de Ocampo,Coutput/pdfs/16005,"Rango de temperatura","8 – 16°C"
Angangueo,Michoacán de Ocampo,Coutput/pdfs/16005,"Rango de precipitación","800 – 1 200 mm"
Apatzingán,Michoacán de Ocampo,Coutput/pdfs/16006,"Rango de temperatura","18 – 30°C"
Apatzingán,Michoacán de Ocampo,Coutput/pdfs/16006,"Rango de precipitación","500 – 1 300 mm"
Aporo,Michoacán de Ocampo,Coutput/pdfs/16007,"Rango de temperatura","12 – 18°C"
Aporo,Michoacán de Ocampo,Coutput/pdfs/16007,"Rango de precipitación","800 – 1 000 mm"
Aquila,Michoacán de Ocampo,Coutput/pdfs/16008,"Rango de temperatura","18 – 28°C"
Aquila,Michoacán de Ocampo,Coutput/pdfs/16008,"Rango de precipitación","800 – 1 300 mm"
Ario,Michoacán de Ocampo,Coutput/pdfs/16009,"Rango de temperatura","14 – 26°C"
Ario,Michoacán de Ocampo,Coutput/pdfs/16009,"Rango de precipitación","800 – 1 300 mm"
Arteaga,Michoacán de Ocampo,Coutput/pdfs/16010,"Rango de temperatura","18 – 30°C"
Arteaga,Michoacán de Ocampo,Coutput/pdfs/16010,"Rango de precipitación","400 – 1 200 mm"
Briseñas,Michoacán de Ocampo,Coutput/pdfs/16011,"Rango de temperatura","18 – 22°C"
Briseñas,Michoacán de Ocampo,Coutput/pdfs/16011,"Rango de precipitación","700 – 800 mm"
Buenavista,Michoacán de Ocampo,Coutput/pdfs/16012,"Rango de temperatura","20 – 30°C"
Buenavista,Michoacán de Ocampo,Coutput/pdfs/16012,"Rango de precipitación","500 – 1 100 mm"
Carácuaro,Michoacán de Ocampo,Coutput/pdfs/16013,"Rango de temperatura","22 – 28°C"
Carácuaro,Michoacán de Ocampo,Coutput/pdfs/16013,"Rango de precipitación","700 – 1 000 mm"
Coahuayana,Michoacán de Ocampo,Coutput/pdfs/16014,"Rango de temperatura","20 – 28°C"
Coahuayana,Michoacán de Ocampo,Coutput/pdfs/16014,"Rango de precipitación","800 – 1 300 mm"
Coalcomán de Vázquez Pallares,Michoacán de Ocampo,Coutput/pdfs/16015,"Rango de temperatura","16 – 28°C"
Coalcomán de Vázquez Pallares,Michoacán de Ocampo,Coutput/pdfs/16015,"Rango de precipitación","700 – 1 300 mm"
Coeneo,Michoacán de Ocampo,Coutput/pdfs/16016,"Rango de temperatura","14 – 18°C"
Coeneo,Michoacán de Ocampo,Coutput/pdfs/16016,"Rango de precipitación","800 – 1 200 mm"
Contepec,Michoacán de Ocampo,Coutput/pdfs/16017,"Rango de temperatura","12 – 18°C"
Contepec,Michoacán de Ocampo,Coutput/pdfs/16017,"Rango de precipitación","700 – 1 000 mm"
Copándaro,Michoacán de Ocampo,Coutput/pdfs/16018,"Rango de temperatura","16 - 18°C"
Copándaro,Michoacán de Ocampo,Coutput/pdfs/16018,"Rango de precipitación","600 – 1 000 mm"
Cotija,Michoacán de Ocampo,Coutput/pdfs/16019,"Rango de temperatura","16 – 26°C"
Cotija,Michoacán de Ocampo,Coutput/pdfs/16019,"Rango de precipitación","800 – 1 300 mm"
Cuitzeo,Michoacán de Ocampo,Coutput/pdfs/16020,"Rango de temperatura","16 – 18°C"
Cuitzeo,Michoacán de Ocampo,Coutput/pdfs/16020,"Rango de precipitación","600 – 1 000 mm"
Charapan,Michoacán de Ocampo,Coutput/pdfs/16021,"Rango de temperatura","12 – 20°C"
Charapan,Michoacán de Ocampo,Coutput/pdfs/16021,"Rango de precipitación","1 000 – 1 500 mm"
Charo,Michoacán,Coutput/pdfs/16022,"Rango de temperatura","14 - 20°C"
Charo,Michoacán,Coutput/pdfs/16022,"Rango de precipitación","700 - 1200 mm"
Chavinda,Michoacán de Ocampo,Coutput/pdfs/16023,"Rango de temperatura","16 – 22°C"
Chavinda,Michoacán de Ocampo,Coutput/pdfs/16023,"Rango de precipitación","700 – 1 000 mm"
Cherán,Michoacán de Ocampo,Coutput/pdfs/16024,"Rango de temperatura","12 – 18°C"
Cherán,Michoacán de Ocampo,Coutput/pdfs/16024,"Rango de precipitación","1 000 – 1 200 mm"
Chilchota,Michoacán de Ocampo,Coutput/pdfs/16025,"Rango de temperatura","14 – 20°C"
Chilchota,Michoacán de Ocampo,Coutput/pdfs/16025,"Rango de precipitación","800 – 1 200 mm"
Chinicuila,Michoacán de Ocampo,Coutput/pdfs/16026,"Rango de temperatura","18 – 28°C"
Chinicuila,Michoacán de Ocampo,Coutput/pdfs/16026,"Rango de precipitación","600 – 1 300 mm"
Chucándiro,Michoacán de Ocampo,Coutput/pdfs/16027,"Rango de temperatura","14 – 18°C"
Chucándiro,Michoacán de Ocampo,Coutput/pdfs/16027,"Rango de precipitación","700 – 1 000 mm"
Churintzio,Michoacán de Ocampo,Coutput/pdfs/16028,"Rango de temperatura","16 – 20°C"
Churintzio,Michoacán de Ocampo,Coutput/pdfs/16028,"Rango de precipitación","800 – 1000 mm"
Churumuco,Michoacán de Ocampo,Coutput/pdfs/16029,"Rango de temperatura","20 – 30°C"
Churumuco,Michoacán de Ocampo,Coutput/pdfs/16029,"Rango de precipitación","400 – 1 000 mm"
Ecuandureo,Michoacán de Ocampo,Coutput/pdfs/16030,"Rango de temperatura","16 – 22°C"
Ecuandureo,Michoacán de Ocampo,Coutput/pdfs/16030,"Rango de precipitación","700 – 1 000 mm"
Epitacio Huerta,Michoacán de Ocampo,Coutput/pdfs/16031,"Rango de temperatura","12 – 16°C"
Epitacio Huerta,Michoacán de Ocampo,Coutput/pdfs/16031,"Rango de precipitación","700 – 1 000 mm"
Erongarícuaro,Michoacán de Ocampo,Coutput/pdfs/16032,"Rango de temperatura","12 – 18°C"
Erongarícuaro,Michoacán de Ocampo,Coutput/pdfs/16032,"Rango de precipitación","1 000 – 1 200 mm"
Gabriel Zamora,Michoacán de Ocampo,Coutput/pdfs/16033,"Rango de temperatura","22 – 28°C"
Gabriel Zamora,Michoacán de Ocampo,Coutput/pdfs/16033,"Rango de precipitación","700 – 1 000 mm"
Hidalgo,Michoacán de Ocampo,Coutput/pdfs/16034,"Rango de temperatura","8 – 24°C"
Hidalgo,Michoacán de Ocampo,Coutput/pdfs/16034,"Rango de precipitación","800 – 2 000 mm"
La Huacana,Michoacán de Ocampo,Coutput/pdfs/16035,"Rango de temperatura","20 – 30°C"
La Huacana,Michoacán de Ocampo,Coutput/pdfs/16035,"Rango de precipitación","400 – 1 000 mm"
Huandacareo,Michoacán de Ocampo,Coutput/pdfs/16036,"Rango de temperatura","14 – 18°C"
Huandacareo,Michoacán de Ocampo,Coutput/pdfs/16036,"Rango de precipitación","700 – 1 000 mm"
Huaniqueo,Michoacán de Ocampo,Coutput/pdfs/16037,"Rango de temperatura","14 – 18°C"
Huaniqueo,Michoacán de Ocampo,Coutput/pdfs/16037,"Rango de precipitación","800 – 1000 mm"
Huetamo,Michoacán de Ocampo,Coutput/pdfs/16038,"Rango de temperatura","22 – 32°C"
Huetamo,Michoacán de Ocampo,Coutput/pdfs/16038,"Rango de precipitación","600 – 1 000 mm"
Huiramba,Michoacán de Ocampo,Coutput/pdfs/16039,"Rango de temperatura","14 – 18°C"
Huiramba,Michoacán de Ocampo,Coutput/pdfs/16039,"Rango de precipitación","800 – 1 200 mm"
Indaparapeo,Michoacán de Ocampo,Coutput/pdfs/16040,"Rango de temperatura","18 - 20°C"
Indaparapeo,Michoacán de Ocampo,Coutput/pdfs/16040,"Rango de precipitación","700 - 1200 mm"
Irimbo,Michoacán de Ocampo,Coutput/pdfs/16041,"Rango de temperatura","12 – 20°C"
Irimbo,Michoacán de Ocampo,Coutput/pdfs/16041,"Rango de precipitación","800 – 1 100 mm"
Ixtlán,Michoacán de Ocampo,Coutput/pdfs/16042,"Rango de temperatura","18 – 22°C"
Ixtlán,Michoacán de Ocampo,Coutput/pdfs/16042,"Rango de precipitación","700 – 1 000 mm"
Jacona,Michoacán de Ocampo,Coutput/pdfs/16043,"Rango de temperatura","16 – 22°C"
Jacona,Michoacán de Ocampo,Coutput/pdfs/16043,"Rango de precipitación","800 – 1 100 mm"
Jiménez,Michoacán de Ocampo,Coutput/pdfs/16044,"Rango de temperatura","16 – 18°C"
Jiménez,Michoacán de Ocampo,Coutput/pdfs/16044,"Rango de precipitación","800 – 1000 mm"
Jiquilpan,Michoacán de Ocampo,Coutput/pdfs/16045,"Rango de temperatura","16 – 20°C"
Jiquilpan,Michoacán de Ocampo,Coutput/pdfs/16045,"Rango de precipitación","700 – 1 000 mm"
Juárez,Michoacán de Ocampo,Coutput/pdfs/16046,"Rango de temperatura","16 – 26°C"
Juárez,Michoacán de Ocampo,Coutput/pdfs/16046,"Rango de precipitación","800 – 1 100 mm"
Jungapeo,Michoacán de Ocampo,Coutput/pdfs/16047,"Rango de temperatura","14 – 24°C"
Jungapeo,Michoacán de Ocampo,Coutput/pdfs/16047,"Rango de precipitación","800 – 1 300 mm"
Lagunillas,Michoacán de Ocampo,Coutput/pdfs/16048,"Rango de temperatura","14 – 18°C"
Lagunillas,Michoacán de Ocampo,Coutput/pdfs/16048,"Rango de precipitación","800 – 1 200 mm"
Madero,Michoacán de Ocampo,Coutput/pdfs/16049,"Rango de temperatura","12 – 26°C"
Madero,Michoacán de Ocampo,Coutput/pdfs/16049,"Rango de precipitación","800 – 1 300 mm"
Maravatío,Michoacán de Ocampo,Coutput/pdfs/16050,"Rango de temperatura","8 – 20°C"
Maravatío,Michoacán de Ocampo,Coutput/pdfs/16050,"Rango de precipitación","700 – 2 000 mm"
Marcos Castellanos,Michoacán de Ocampo,Coutput/pdfs/16051,"Rango de temperatura","16 – 20°C"
Marcos Castellanos,Michoacán de Ocampo,Coutput/pdfs/16051,"Rango de precipitación","700 – 1 000 mm"
Lázaro Cárdenas,Michoacán de Ocampo,Coutput/pdfs/16052,"Rango de temperatura","22 – 28°C"
Lázaro Cárdenas,Michoacán de Ocampo,Coutput/pdfs/16052,"Rango de precipitación","800 – 1 300 mm"
Morelia,Michoacán de Ocampo,Coutput/pdfs/16053,"Rango de temperatura","12 - 22°C"
Morelia,Michoacán de Ocampo,Coutput/pdfs/16053,"Rango de precipitación","600 - 1 500 mm"
Morelos,Michoacán de Ocampo,Coutput/pdfs/16054,"Rango de temperatura","14 – 18°C"
Morelos,Michoacán de Ocampo,Coutput/pdfs/16054,"Rango de precipitación","800 – 1000 mm"
Múgica,Michoacán de Ocampo,Coutput/pdfs/16055,"Rango de temperatura","26 – 30°C"
Múgica,Michoacán de Ocampo,Coutput/pdfs/16055,"Rango de precipitación","500 – 800 mm"
Nahuatzen,Michoacán de Ocampo,Coutput/pdfs/16056,"Rango de temperatura","12 – 16°C"
