municipality,state,code,variable,value
Magdalena,Sonora,Coutput/pdfs/26036,"Rango de precipitación","300-600 mm"
Mazatán,Sonora,Coutput/pdfs/26037,"Rango de temperatura","16 - 22°C"
Mazatán,Sonora,Coutput/pdfs/26037,"Rango de precipitación","400-600 mm"
Moctezuma,Sonora,Coutput/pdfs/26038,"Rango de temperatura","14 - 22°C"
Moctezuma,Sonora,Coutput/pdfs/26038,"Rango de precipitación","400-600 mm"
Naco,Sonora,Coutput/pdfs/26039,"Rango de temperatura","12 - 20°C"
Naco,Sonora,Coutput/pdfs/26039,"Rango de precipitación","300-600 mm"
Nácori Chico,Sonora,Coutput/pdfs/26040,"Rango de temperatura","8 - 22°C"
Nácori Chico,Sonora,Coutput/pdfs/26040,"Rango de precipitación","400-800 mm"
Nacozari de García,Sonora,Coutput/pdfs/26041,"Rango de temperatura","12 - 22°C"
Nacozari de García,Sonora,Coutput/pdfs/26041,"Rango de precipitación","300-700 mm"
Navojoa,Sonora,Coutput/pdfs/26042,"Rango de temperatura","22 - 28°C"
Navojoa,Sonora,Coutput/pdfs/26042,"Rango de precipitación","300-700 mm"
Nogales,Sonora,Coutput/pdfs/26043,"Rango de temperatura","12 - 20°C"
Nogales,Sonora,Coutput/pdfs/26043,"Rango de precipitación","300-600 mm"
Onavas,Sonora,Coutput/pdfs/26044,"Rango de temperatura","16 - 26°C"
Onavas,Sonora,Coutput/pdfs/26044,"Rango de precipitación","500-800 mm"
Opodepe,Sonora,Coutput/pdfs/26045,"Rango de temperatura","14 - 22°C"
Opodepe,Sonora,Coutput/pdfs/26045,"Rango de precipitación","200-600 mm"
Oquitoa,Sonora,Coutput/pdfs/26046,"Rango de temperatura","16 - 22°C"
Oquitoa,Sonora,Coutput/pdfs/26046,"Rango de precipitación","200-400 mm"
Pitiquito,Sonora,Coutput/pdfs/26047,"Rango de temperatura","18 - 22°C"
Pitiquito,Sonora,Coutput/pdfs/26047,"Rango de precipitación","Menos de 100-400 mm"
Puerto Peñasco,Sonora,Coutput/pdfs/26048,"Rango de temperatura","18 - 22°C"
Puerto Peñasco,Sonora,Coutput/pdfs/26048,"Rango de precipitación","Menos de 100-300 mm"
Quiriego,Sonora,Coutput/pdfs/26049,"Rango de temperatura","16 - 26°C"
Quiriego,Sonora,Coutput/pdfs/26049,"Rango de precipitación","300-800 mm"
Rayón,Sonora,Coutput/pdfs/26050,"Rango de temperatura","16 - 22°C"
Rayón,Sonora,Coutput/pdfs/26050,"Rango de precipitación","300-600 mm"
Rosario,Sonora,Coutput/pdfs/26051,"Rango de temperatura","12 - 26°C"
Rosario,Sonora,Coutput/pdfs/26051,"Rango de precipitación","400-900 mm"
Sahuaripa,Sonora,Coutput/pdfs/26052,"Rango de temperatura","10 - 24°C"
Sahuaripa,Sonora,Coutput/pdfs/26052,"Rango de precipitación","500-900 mm"
San Felipe de Jesús,Sonora,Coutput/pdfs/26053,"Rango de temperatura","16 - 22°C"
San Felipe de Jesús,Sonora,Coutput/pdfs/26053,"Rango de precipitación","300 - 600 mm"
San Javier,Sonora,Coutput/pdfs/26054,"Rango de temperatura","18 - 24°C"
San Javier,Sonora,Coutput/pdfs/26054,"Rango de precipitación","500 - 700 mm"
San Luis Río Colorado,Sonora,Coutput/pdfs/26055,"Rango de temperatura","18 - 24°C"
San Luis Río Colorado,Sonora,Coutput/pdfs/26055,"Rango de precipitación","Menos de 100 - 200 mm"
San Miguel de Horcasitas,Sonora,Coutput/pdfs/26056,"Rango de temperatura","20 - 24°C"
San Miguel de Horcasitas,Sonora,Coutput/pdfs/26056,"Rango de precipitación","200-400 mm"
San Pedro de la Cueva,Sonora,Coutput/pdfs/26057,"Rango de temperatura","16 - 26°C"
San Pedro de la Cueva,Sonora,Coutput/pdfs/26057,"Rango de precipitación","500-700 mm"
Santa Ana,Sonora,Coutput/pdfs/26058,"Rango de temperatura","16 - 22°C"
Santa Ana,Sonora,Coutput/pdfs/26058,"Rango de precipitación","500-1 700 mm"
Santa Cruz,Sonora,Coutput/pdfs/26059,"Rango de temperatura","12 - 18°C"
Santa Cruz,Sonora,Coutput/pdfs/26059,"Rango de precipitación","400-600 mm"
Sáric,Sonora,Coutput/pdfs/26060,"Rango de temperatura","16 - 20°C"
Sáric,Sonora,Coutput/pdfs/26060,"Rango de precipitación","200-500 mm"
Soyopa,Sonora,Coutput/pdfs/26061,"Rango de temperatura","14 - 26°C"
Soyopa,Sonora,Coutput/pdfs/26061,"Rango de precipitación","500 - 800 mm"
Suaqui Grande,Sonora,Coutput/pdfs/26062,"Rango de temperatura","20 - 26°C"
Suaqui Grande,Sonora,Coutput/pdfs/26062,"Rango de precipitación","400 - 700 mm"
Tepache,Sonora,Coutput/pdfs/26063,"Rango de temperatura","14 - 24°C"
Tepache,Sonora,Coutput/pdfs/26063,"Rango de precipitación","400-600 mm"
Trincheras,Sonora,Coutput/pdfs/26064,"Rango de temperatura","13 - 22°C"
Trincheras,Sonora,Coutput/pdfs/26064,"Rango de precipitación","200 - 400 mm"
Tubutama,Sonora,Coutput/pdfs/26065,"Rango de temperatura","16 - 22°C"
Tubutama,Sonora,Coutput/pdfs/26065,"Rango de precipitación","200-500 mm"
Ures,Sonora,Coutput/pdfs/26066,"Rango de temperatura","16 - 24°C"
Ures,Sonora,Coutput/pdfs/26066,"Rango de precipitación","300-600 mm"
Villa Hidalgo,Sonora,Coutput/pdfs/26067,"Rango de temperatura","14 - 22°C"
Villa Hidalgo,Sonora,Coutput/pdfs/26067,"Rango de precipitación","300-700 mm"
Villa Pesqueira,Sonora,Coutput/pdfs/26068,"Rango de temperatura","16 - 24°C"
Villa Pesqueira,Sonora,Coutput/pdfs/26068,"Rango de precipitación","400 - 600 mm"
Yécora,Sonora,Coutput/pdfs/26069,"Rango de temperatura","10 - 24°C"
Yécora,Sonora,Coutput/pdfs/26069,"Rango de precipitación","600-900 mm"
General Plutarco Elías Calles,Sonora,Coutput/pdfs/26070,"Rango de temperatura","18 - 22°C"
General Plutarco Elías Calles,Sonora,Coutput/pdfs/26070,"Rango de precipitación","Menos de 100-300 mm"
Benito Juárez,Sonora,Coutput/pdfs/26071,"Rango de temperatura","0 - 24°C"
Benito Juárez,Sonora,Coutput/pdfs/26071,"Rango de precipitación","Menos de 100-300 mm"
San Ignacio Río Muerto,Sonora,Coutput/pdfs/26072,"Rango de temperatura","0 - 24°C"
San Ignacio Río Muerto,Sonora,Coutput/pdfs/26072,"Rango de precipitación","Menos de 100-300 mm"
Balancán,Tabasco.,Coutput/pdfs/27001,"Rango de temperatura","26 – 28°C"
Balancán,Tabasco.,Coutput/pdfs/27001,"Rango de precipitación","1 500 – 2 500 mm"
Cárdenas,Tabasco.,Coutput/pdfs/27002,"Rango de temperatura","26 – 28°C"
Cárdenas,Tabasco.,Coutput/pdfs/27002,"Rango de precipitación","2 000 – 2 500 mm"
Centla,Tabasco.,Coutput/pdfs/27003,"Rango de temperatura","26 – 28°C"
Centla,Tabasco.,Coutput/pdfs/27003,"Rango de precipitación","1 500 – 2 000 mm"
Centro,Tabasco.,Coutput/pdfs/27004,"Rango de temperatura","24 – 28°C"
Centro,Tabasco.,Coutput/pdfs/27004,"Rango de precipitación","1 500 – 3 000 mm"
Comalcalco,Tabasco,Coutput/pdfs/27005,"Rango de temperatura","28 – 30°C"
Comalcalco,Tabasco,Coutput/pdfs/27005,"Rango de precipitación","1 500 – 2 500 mm"
Cunduacán,Tabasco.,Coutput/pdfs/27006,"Rango de temperatura","26 – 28°C"
Cunduacán,Tabasco.,Coutput/pdfs/27006,"Rango de precipitación","1 500 – 2 500 mm"
Emiliano Zapata,Tabasco.,Coutput/pdfs/27007,"Rango de temperatura","26 – 28°C"
Emiliano Zapata,Tabasco.,Coutput/pdfs/27007,"Rango de precipitación","1 500 – 3 000 mm"
Huimanguillo,Tabasco.,Coutput/pdfs/27008,"Rango de temperatura","22 – 28°C"
Huimanguillo,Tabasco.,Coutput/pdfs/27008,"Rango de precipitación","2 000 – 3 500 mm"
Jalapa,Tabasco.,Coutput/pdfs/27009,"Rango de temperatura","24 – 28°C"
Jalapa,Tabasco.,Coutput/pdfs/27009,"Rango de precipitación","2 000 – 3 500 mm"
Jalpa de Méndez,Tabasco.,Coutput/pdfs/27010,"Rango de temperatura","24 – 26°C"
Jalpa de Méndez,Tabasco.,Coutput/pdfs/27010,"Rango de precipitación","1 500 – 2 000 mm"
Jonuta,Tabasco.,Coutput/pdfs/27011,"Rango de temperatura","26 – 28°C"
Jonuta,Tabasco.,Coutput/pdfs/27011,"Rango de precipitación","1 500 – 2 500 mm"
Macuspana,Tabasco.,Coutput/pdfs/27012,"Rango de temperatura","24 – 28°C"
Macuspana,Tabasco.,Coutput/pdfs/27012,"Rango de precipitación","1 500 – 4 500 mm"
Nacajuca,Tabasco.,Coutput/pdfs/27013,"Rango de temperatura","26 – 28°C"
Nacajuca,Tabasco.,Coutput/pdfs/27013,"Rango de precipitación","1 500 – 2 500 mm"
Paraíso,Tabasco.,Coutput/pdfs/27014,"Rango de temperatura","26 – 28°C"
Paraíso,Tabasco.,Coutput/pdfs/27014,"Rango de precipitación","1 500 – 2 500 mm"
Tacotalpa,Tabasco.,Coutput/pdfs/27015,"Rango de temperatura","22 – 28°C"
Tacotalpa,Tabasco.,Coutput/pdfs/27015,"Rango de precipitación","2 000 – 4 500 mm"
Teapa,Tabasco.,Coutput/pdfs/27016,"Rango de temperatura","24 – 26°C"
Teapa,Tabasco.,Coutput/pdfs/27016,"Rango de precipitación","2 000 – 4 500 mm"
Tenosique,Tabasco.,Coutput/pdfs/27017,"Rango de temperatura","24 – 28°C"
Tenosique,Tabasco.,Coutput/pdfs/27017,"Rango de precipitación","1 500 – 2 500 mm"
Abasolo,Tamaulipas,Coutput/pdfs/28001,"Rango de temperatura","22 - 26°C"
Abasolo,Tamaulipas,Coutput/pdfs/28001,"Rango de precipitación","600 - 900 mm"
Aldama,Tamaulipas,Coutput/pdfs/28002,"Rango de temperatura","18 - 26°C"
Aldama,Tamaulipas,Coutput/pdfs/28002,"Rango de precipitación","900 - 1100 mm"
Altamira,Tamaulipas,Coutput/pdfs/28003,"Rango de temperatura","22 - 26°C"
Altamira,Tamaulipas,Coutput/pdfs/28003,"Rango de precipitación","900 - 1100 mm"
Antiguo Morelos,Tamaulipas,Coutput/pdfs/28004,"Rango de temperatura","22 - 26°C"
Antiguo Morelos,Tamaulipas,Coutput/pdfs/28004,"Rango de precipitación","1100 - 1300 mm"
Burgos,Tamaulipas,Coutput/pdfs/28005,"Rango de temperatura","22 - 24°C"
Burgos,Tamaulipas,Coutput/pdfs/28005,"Rango de precipitación","600 - 900 mm"
Bustamante,Tamaulipas,Coutput/pdfs/28006,"Rango de temperatura","12 - 22°C"
Bustamante,Tamaulipas,Coutput/pdfs/28006,"Rango de precipitación","500 - 700 mm"
Camargo,Tamaulipas,Coutput/pdfs/28007,"Rango de temperatura","20 - 24°C"
Camargo,Tamaulipas,Coutput/pdfs/28007,"Rango de precipitación","400 - 600 mm"
Casas,Tamaulipas,Coutput/pdfs/28008,"Rango de temperatura","18 - 26°C"
Casas,Tamaulipas,Coutput/pdfs/28008,"Rango de precipitación","600 – 1 200 mm"
Ciudad Madero,Tamaulipas,Coutput/pdfs/28009,"Rango de temperatura","22 - 26°C"
Ciudad Madero,Tamaulipas,Coutput/pdfs/28009,"Rango de precipitación","900 – 1 100 mm"
Cruillas,Tamaulipas,Coutput/pdfs/28010,"Rango de temperatura","20 - 24°C"
Cruillas,Tamaulipas,Coutput/pdfs/28010,"Rango de precipitación","600 – 900 mm"
Gómez Farías,Tamaulipas,Coutput/pdfs/28011,"Rango de temperatura","14 - 26°C"
Gómez Farías,Tamaulipas,Coutput/pdfs/28011,"Rango de precipitación","900 – 1 300 mm"
González,Tamaulipas,Coutput/pdfs/28012,"Rango de temperatura","20 - 26°C"
González,Tamaulipas,Coutput/pdfs/28012,"Rango de precipitación","700 – 1 100 mm"
Güémez,Tamaulipas,Coutput/pdfs/28013,"Rango de temperatura","12 - 26°C"
Güémez,Tamaulipas,Coutput/pdfs/28013,"Rango de precipitación","600 – 1 100 mm"
Guerrero,Tamaulipas,Coutput/pdfs/28014,"Rango de temperatura","20 - 24°C"
Guerrero,Tamaulipas,Coutput/pdfs/28014,"Rango de precipitación","600 – 900 mm"
Gustavo Díaz Ordaz,Tamaulipas,Coutput/pdfs/28015,"Rango de temperatura","20 - 24°C"
Gustavo Díaz Ordaz,Tamaulipas,Coutput/pdfs/28015,"Rango de precipitación","400 – 600 mm"
Hidalgo,Tamaulipas,Coutput/pdfs/28016,"Rango de temperatura","14 - 26°C"
Hidalgo,Tamaulipas,Coutput/pdfs/28016,"Rango de precipitación","600 – 1 100 mm"
Jaumave,Tamaulipas,Coutput/pdfs/28017,"Rango de temperatura","10 - 24°C"
Jaumave,Tamaulipas,Coutput/pdfs/28017,"Rango de precipitación","400 – 1 100 mm"
Jiménez,Tamaulipas,Coutput/pdfs/28018,"Rango de temperatura","22 - 26°C"
Jiménez,Tamaulipas,Coutput/pdfs/28018,"Rango de precipitación","600 - 900 mm"
Llera,Tamaulipas,Coutput/pdfs/28019,"Rango de temperatura","14 - 26°C"
Llera,Tamaulipas,Coutput/pdfs/28019,"Rango de precipitación","600 – 1 200 mm"
Mainero,Tamaulipas,Coutput/pdfs/28020,"Rango de temperatura","18 - 24°C"
Mainero,Tamaulipas,Coutput/pdfs/28020,"Rango de precipitación","700 – 1 100 mm"
El Mante,Tamaulipas,Coutput/pdfs/28021,"Rango de temperatura","22 - 26°C"
El Mante,Tamaulipas,Coutput/pdfs/28021,"Rango de precipitación","900 – 1 300 mm"
Matamoros,Tamaulipas,Coutput/pdfs/28022,"Rango de temperatura","20 - 24°C"
Matamoros,Tamaulipas,Coutput/pdfs/28022,"Rango de precipitación","500 - 700 mm"
Méndez,Tamaulipas,Coutput/pdfs/28023,"Rango de temperatura","20 - 24°C"
Méndez,Tamaulipas,Coutput/pdfs/28023,"Rango de precipitación","500 - 800 mm"
Mier,Tamaulipas,Coutput/pdfs/28024,"Rango de temperatura","20 - 24°C"
Mier,Tamaulipas,Coutput/pdfs/28024,"Rango de precipitación","400 - 700 mm"
Miguel Alemán,Tamaulipas,Coutput/pdfs/28025,"Rango de temperatura","20 - 24°C"
Miguel Alemán,Tamaulipas,Coutput/pdfs/28025,"Rango de precipitación","500 - 700 mm"
Miquihuana,Tamaulipas,Coutput/pdfs/28026,"Rango de temperatura","8 - 20°C"
Miquihuana,Tamaulipas,Coutput/pdfs/28026,"Rango de precipitación","300 - 900 mm"
Nuevo Laredo,Tamaulipas,Coutput/pdfs/28027,"Rango de temperatura","20 - 24°C"
Nuevo Laredo,Tamaulipas,Coutput/pdfs/28027,"Rango de precipitación","400 - 600 mm"
Nuevo Morelos,Tamaulipas,Coutput/pdfs/28028,"Rango de temperatura","20 - 24°C"
Nuevo Morelos,Tamaulipas,Coutput/pdfs/28028,"Rango de precipitación","1 100 – 1 600 mm"
Ocampo,Tamaulipas,Coutput/pdfs/28029,"Rango de temperatura","18 - 26°C"
Ocampo,Tamaulipas,Coutput/pdfs/28029,"Rango de precipitación","900 – 1 600 mm"
Padilla,Tamaulipas,Coutput/pdfs/28030,"Rango de temperatura","22 - 26°C"
Padilla,Tamaulipas,Coutput/pdfs/28030,"Rango de precipitación","600 - 800 mm"
Palmillas,Tamaulipas,Coutput/pdfs/28031,"Rango de temperatura","12 - 22°C"
Palmillas,Tamaulipas,Coutput/pdfs/28031,"Rango de precipitación","400 - 900 mm"
Reynosa,Tamaulipas,Coutput/pdfs/28032,"Rango de temperatura","20 - 24°C"
Reynosa,Tamaulipas,Coutput/pdfs/28032,"Rango de precipitación","400 - 700 mm"
Río Bravo,Tamaulipas,Coutput/pdfs/28033,"Rango de temperatura","20 - 24°C"
Río Bravo,Tamaulipas,Coutput/pdfs/28033,"Rango de precipitación","400 - 700 mm"
San Carlos,Tamaulipas,Coutput/pdfs/28034,"Rango de temperatura","18 - 26°C"
San Carlos,Tamaulipas,Coutput/pdfs/28034,"Rango de precipitación","600 – 1 100 mm"
San Fernando,Tamaulipas,Coutput/pdfs/28035,"Rango de temperatura","20 - 24°C"
San Fernando,Tamaulipas,Coutput/pdfs/28035,"Rango de precipitación","500 - 800 mm"
San Nicolás,Tamaulipas,Coutput/pdfs/28036,"Rango de temperatura","20 - 24°C"
San Nicolás,Tamaulipas,Coutput/pdfs/28036,"Rango de precipitación","700 - 900 mm"
Soto la Marina,Tamaulipas,Coutput/pdfs/28037,"Rango de temperatura","20 - 26°C"
Soto la Marina,Tamaulipas,Coutput/pdfs/28037,"Rango de precipitación","700 – 1 100 mm"
Tampico,Tamaulipas,Coutput/pdfs/28038,"Rango de temperatura","22 - 26°C"
Tampico,Tamaulipas,Coutput/pdfs/28038,"Rango de precipitación","900 – 1 100 mm"
Tula,Tamaulipas,Coutput/pdfs/28039,"Rango de temperatura","12 - 24°C"
Tula,Tamaulipas,Coutput/pdfs/28039,"Rango de precipitación","300 – 1 300 mm"
Valle Hermoso,Tamaulipas,Coutput/pdfs/28040,"Rango de temperatura","20 - 24°C"
Valle Hermoso,Tamaulipas,Coutput/pdfs/28040,"Rango de precipitación","500 - 700 mm"
Victoria,Tamaulipas,Coutput/pdfs/28041,"Rango de temperatura","16 - 24°C"
Victoria,Tamaulipas,Coutput/pdfs/28041,"Rango de precipitación","400 – 1 100 mm"
Villagrán,Tamaulipas,Coutput/pdfs/28042,"Rango de temperatura","18 - 24°C"
Villagrán,Tamaulipas,Coutput/pdfs/28042,"Rango de precipitación","600 – 1 200 mm"
Xicoténcatl,Tamaulipas,Coutput/pdfs/28043,"Rango de temperatura","22 - 26°C"
Xicoténcatl,Tamaulipas,Coutput/pdfs/28043,"Rango de precipitación","700 – 1 300 mm"
Amaxac de Guerrero,Tlaxcala,Coutput/pdfs/29001,"Rango de temperatura","14 – 16°C"
Amaxac de Guerrero,Tlaxcala,Coutput/pdfs/29001,"Rango de precipitación","800 – 1000 mm"
Apetatitlán de Antonio Carvajal,Tlaxcala,Coutput/pdfs/29002,"Rango de temperatura","14 – 16°C"
Apetatitlán de Antonio Carvajal,Tlaxcala,Coutput/pdfs/29002,"Rango de precipitación","800 – 1000 mm"
Atlangatepec,Tlaxcala,Coutput/pdfs/29003,"Rango de temperatura","12 – 14°C"
Atlangatepec,Tlaxcala,Coutput/pdfs/29003,"Rango de precipitación","600 – 700 mm"
Altzayanca,Tlaxcala,Coutput/pdfs/29004,"Rango de temperatura","10 – 14°C"
Altzayanca,Tlaxcala,Coutput/pdfs/29004,"Rango de precipitación","600 – 900 mm"
Apizaco,Tlaxcala,Coutput/pdfs/29005,"Rango de temperatura","10 – 14°C"
Apizaco,Tlaxcala,Coutput/pdfs/29005,"Rango de precipitación","600 – 900 mm"
Calpulalpan,Tlaxcala,Coutput/pdfs/29006,"Rango de temperatura","10 – 14°C"
Calpulalpan,Tlaxcala,Coutput/pdfs/29006,"Rango de precipitación","500 – 800 mm"
El Carmen Tequexquitla,Tlaxcala,Coutput/pdfs/29007,"Rango de temperatura","12 – 16°C"
El Carmen Tequexquitla,Tlaxcala,Coutput/pdfs/29007,"Rango de precipitación","400 – 600 mm"
Cuapiaxtla,Tlaxcala,Coutput/pdfs/29008,"Rango de temperatura","12 – 16°C"
Cuapiaxtla,Tlaxcala,Coutput/pdfs/29008,"Rango de precipitación","500 – 600 mm"
Cuaxomulco,Tlaxcala,Coutput/pdfs/29009,"Rango de temperatura","12 – 14°C"
Cuaxomulco,Tlaxcala,Coutput/pdfs/29009,"Rango de precipitación","700 – 1000 mm"
Chiautempan,Tlaxcala,Coutput/pdfs/29010,"Rango de temperatura","8 – 16°C"
Chiautempan,Tlaxcala,Coutput/pdfs/29010,"Rango de precipitación","800 – 1000 mm"
Muñoz de Domingo Arenas,Tlaxcala,Coutput/pdfs/29011,"Rango de temperatura","12 – 14°C"
Muñoz de Domingo Arenas,Tlaxcala,Coutput/pdfs/29011,"Rango de precipitación","600 – 800 mm"
Españita,Tlaxcala,Coutput/pdfs/29012,"Rango de temperatura","12 – 14°C"
Españita,Tlaxcala,Coutput/pdfs/29012,"Rango de precipitación","700 – 800 mm"
Huamantla,Tlaxcala,Coutput/pdfs/29013,"Rango de temperatura","2 – 16°C"
Huamantla,Tlaxcala,Coutput/pdfs/29013,"Rango de precipitación","500 – 1 100 mm"
Hueyotlipan,Tlaxcala,Coutput/pdfs/29014,"Rango de temperatura","12 – 16°C"
Hueyotlipan,Tlaxcala,Coutput/pdfs/29014,"Rango de precipitación","600 – 900 mm"
Ixtacuixtla de Mariano Matamoros,Tlaxcala,Coutput/pdfs/29015,"Rango de temperatura","12 – 16°C"
Ixtacuixtla de Mariano Matamoros,Tlaxcala,Coutput/pdfs/29015,"Rango de precipitación","800 – 1 000 mm"
Ixtenco,Tlaxcala,Coutput/pdfs/29016,"Rango de temperatura","8 – 16°C"
Ixtenco,Tlaxcala,Coutput/pdfs/29016,"Rango de precipitación","600 – 1 100 mm"
Mazatecochco de José María Morelos,Tlaxcala,Coutput/pdfs/29017,"Rango de temperatura","12 – 16°C"
Mazatecochco de José María Morelos,Tlaxcala,Coutput/pdfs/29017,"Rango de precipitación","800 – 1 000 mm"
Contla de Juan Cuamatzi,Tlaxcala,Coutput/pdfs/29018,"Rango de temperatura","12 – 16°C"
Contla de Juan Cuamatzi,Tlaxcala,Coutput/pdfs/29018,"Rango de precipitación","800 – 1 000 mm"
Tepetitla de Lardizábal,Tlaxcala,Coutput/pdfs/29019,"Rango de temperatura","14 – 16°C"
Tepetitla de Lardizábal,Tlaxcala,Coutput/pdfs/29019,"Rango de precipitación","800 – 1 000 mm"
Sanctórum de Lázaro Cárdenas,Tlaxcala,Coutput/pdfs/29020,"Rango de temperatura","12 – 16°C"
Sanctórum de Lázaro Cárdenas,Tlaxcala,Coutput/pdfs/29020,"Rango de precipitación","800 – 1 000 mm"
Nanacamilpa de Mariano Arista,Tlaxcala,Coutput/pdfs/29021,"Rango de temperatura","12 – 14°C"
Nanacamilpa de Mariano Arista,Tlaxcala,Coutput/pdfs/29021,"Rango de precipitación","700 – 800 mm"
Acuamanala de Miguel Hidalgo,Tlaxcala,Coutput/pdfs/29022,"Rango de temperatura","14 – 16°C"
Acuamanala de Miguel Hidalgo,Tlaxcala,Coutput/pdfs/29022,"Rango de precipitación","800 – 1000 mm"
Natívitas,Tlaxcala,Coutput/pdfs/29023,"Rango de temperatura","14 – 16°C"
Natívitas,Tlaxcala,Coutput/pdfs/29023,"Rango de precipitación","800 – 1 000 mm"
Panotla,Tlaxcala,Coutput/pdfs/29024,"Rango de temperatura","12 – 16°C"
Panotla,Tlaxcala,Coutput/pdfs/29024,"Rango de precipitación","700 – 1 000 mm"
San Pablo del Monte,Tlaxcala,Coutput/pdfs/29025,"Rango de temperatura","12 – 16°C"
San Pablo del Monte,Tlaxcala,Coutput/pdfs/29025,"Rango de precipitación","800 – 1 000 mm"
Santa Cruz Tlaxcala,Tlaxcala,Coutput/pdfs/29026,"Rango de temperatura","12 – 16°C"
Santa Cruz Tlaxcala,Tlaxcala,Coutput/pdfs/29026,"Rango de precipitación","800 – 1 000 mm"
Tenancingo,Tlaxcala,Coutput/pdfs/29027,"Rango de temperatura","14 – 16°C"
Tenancingo,Tlaxcala,Coutput/pdfs/29027,"Rango de precipitación","800 – 1 000 mm"
Teolocholco,Tlaxcala,Coutput/pdfs/29028,"Rango de temperatura","2 – 16°C"
Teolocholco,Tlaxcala,Coutput/pdfs/29028,"Rango de precipitación","800 – 1 000 mm"
Tepeyanco,Tlaxcala,Coutput/pdfs/29029,"Rango de temperatura","14 – 16°C"
Tepeyanco,Tlaxcala,Coutput/pdfs/29029,"Rango de precipitación","800 – 1 000 mm"
Terrenate,Tlaxcala,Coutput/pdfs/29030,"Rango de temperatura","10 – 14°C"
Terrenate,Tlaxcala,Coutput/pdfs/29030,"Rango de precipitación","600 – 900 mm"
Tetla de la Solidaridad,Tlaxcala,Coutput/pdfs/29031,"Rango de temperatura","12 – 14°C"
Tetla de la Solidaridad,Tlaxcala,Coutput/pdfs/29031,"Rango de precipitación","600 – 900 mm"
Tetlatlahuca,Tlaxcala,Coutput/pdfs/29032,"Rango de temperatura","14 – 18°C"
Tetlatlahuca,Tlaxcala,Coutput/pdfs/29032,"Rango de precipitación","800 – 1 000 mm"
Tlaxcala,Tlaxcala,Coutput/pdfs/29033,"Rango de temperatura","14 – 16°C"
Tlaxcala,Tlaxcala,Coutput/pdfs/29033,"Rango de precipitación","800 – 1000 mm"
Tlaxco,Tlaxcala,Coutput/pdfs/29034,"Rango de temperatura","10 – 14°C"
Tlaxco,Tlaxcala,Coutput/pdfs/29034,"Rango de precipitación","600 – 900 mm"
Tocatlán,Tlaxcala,Coutput/pdfs/29035,"Rango de temperatura","12 – 14°C"
Tocatlán,Tlaxcala,Coutput/pdfs/29035,"Rango de precipitación","600 – 800 mm"
Totolac,Tlaxcala,Coutput/pdfs/29036,"Rango de temperatura","14 – 16°C"
Totolac,Tlaxcala,Coutput/pdfs/29036,"Rango de precipitación","800 – 1 000 mm"
Zitlaltepec de Trinidad Sánchez Santos,Tlaxcala,Coutput/pdfs/29037,"Rango de temperatura","4 – 16°C"
Zitlaltepec de Trinidad Sánchez Santos,Tlaxcala,Coutput/pdfs/29037,"Rango de precipitación","600 – 1 100 mm"
Tzompantepec,Tlaxcala,Coutput/pdfs/29038,"Rango de temperatura","12 – 16°C"
Tzompantepec,Tlaxcala,Coutput/pdfs/29038,"Rango de precipitación","700 – 900 mm"
Xaloztoc,Tlaxcala,Coutput/pdfs/29039,"Rango de temperatura","12 – 14°C"
Xaloztoc,Tlaxcala,Coutput/pdfs/29039,"Rango de precipitación","700 – 800 mm"
Xaltocan,Tlaxcala,Coutput/pdfs/29040,"Rango de temperatura","12 – 16°C"
Xaltocan,Tlaxcala,Coutput/pdfs/29040,"Rango de precipitación","700 – 900 mm"
Papalotla de Xicohténcatl,Tlaxcala,Coutput/pdfs/29041,"Rango de temperatura","14 – 16°C"
Papalotla de Xicohténcatl,Tlaxcala,Coutput/pdfs/29041,"Rango de precipitación","800 – 1 000 mm"
Xicohtzinco,Tlaxcala,Coutput/pdfs/29042,"Rango de temperatura","14 – 16°C"
Xicohtzinco,Tlaxcala,Coutput/pdfs/29042,"Rango de precipitación","800 – 1 000 mm"
Yauhquemecan,Tlaxcala,Coutput/pdfs/29043,"Rango de temperatura","12 – 16°C"
Yauhquemecan,Tlaxcala,Coutput/pdfs/29043,"Rango de precipitación","800 – 1 000 mm"
Zacatelco,Tlaxcala,Coutput/pdfs/29044,"Rango de temperatura","14 – 16°C"
Zacatelco,Tlaxcala,Coutput/pdfs/29044,"Rango de precipitación","800 – 1 000 mm"
Benito Juárez,Tlaxcala,Coutput/pdfs/29045,"Rango de temperatura","12 – 14°C"
Benito Juárez,Tlaxcala,Coutput/pdfs/29045,"Rango de precipitación","600 – 700 mm"
Emiliano Zapata,Tlaxcala,Coutput/pdfs/29046,"Rango de temperatura","12 – 14°C"
Emiliano Zapata,Tlaxcala,Coutput/pdfs/29046,"Rango de precipitación","600 – 800 mm"
Lázaro Cárdenas,Tlaxcala,Coutput/pdfs/29047,"Rango de temperatura","12 – 14°C"
Lázaro Cárdenas,Tlaxcala,Coutput/pdfs/29047,"Rango de precipitación","700 – 800 mm"
La Magdalena Tlaltelulco,Tlaxcala,Coutput/pdfs/29048,"Rango de temperatura","14 – 16°C"
La Magdalena Tlaltelulco,Tlaxcala,Coutput/pdfs/29048,"Rango de precipitación","800 – 1 000 mm"
San Damián Texoloc,Tlaxcala,Coutput/pdfs/29049,"Rango de temperatura","14 – 16°C"
