municipality,state,code,variable,min_temperature,max_temperature
San Martín Peras,Oaxaca,Coutput/pdfs/20242,"Rango de temperatura","14,24"
San Martín Tilcajete,Oaxaca,Coutput/pdfs/20243,"Rango de temperatura","18,22"
San Martín Toxpalan,Oaxaca,Coutput/pdfs/20244,"Rango de temperatura","14,16"
San Martín Zacatepec,Oaxaca,Coutput/pdfs/20245,"Rango de temperatura","18,26"
San Mateo Cajonos,Oaxaca,Coutput/pdfs/20246,"Rango de temperatura","18,24"
Capulálpam de Méndez,Oaxaca,Coutput/pdfs/20247,"Rango de temperatura","12,20"
San Mateo del Mar,Oaxaca,Coutput/pdfs/20248,"Rango de temperatura","26,28"
San Mateo Yoloxochitlán,Oaxaca,Coutput/pdfs/20249,"Rango de temperatura","16,20"
San Mateo Etlatongo,Oaxaca,Coutput/pdfs/20250,"Rango de temperatura","16,18"
San Mateo Nejápam,Oaxaca,Coutput/pdfs/20251,"Rango de temperatura","20,28 "
San Mateo Peñasco,Oaxaca,Coutput/pdfs/20252,"Rango de temperatura","16,20"
San Mateo Piñas,Oaxaca,Coutput/pdfs/20253,"Rango de temperatura","16,26"
San Mateo Río Hondo,Oaxaca,Coutput/pdfs/20254,"Rango de temperatura","10,24"
San Mateo Sindihui,Oaxaca,Coutput/pdfs/20255,"Rango de temperatura","16,24"
San Mateo Tlapiltepec,Oaxaca,Coutput/pdfs/20256,"Rango de temperatura","14,18 "
San Melchor Betaza,Oaxaca,Coutput/pdfs/20257,"Rango de temperatura","16,24"
San Miguel Achiutla,Oaxaca,Coutput/pdfs/20258,"Rango de temperatura","10,18 "
San Miguel Ahuehuetitlán,Oaxaca,Coutput/pdfs/20259,"Rango de temperatura","18,24"
San Miguel Aloápam,Oaxaca,Coutput/pdfs/20260,"Rango de temperatura","10,18"
San Miguel Amatitlán,Oaxaca,Coutput/pdfs/20261,"Rango de temperatura","16,26"
San Miguel Amatlán,Oaxaca,Coutput/pdfs/20262,"Rango de temperatura","10,20"
San Miguel Coatlán,Oaxaca,Coutput/pdfs/20263,"Rango de temperatura","12,24"
San Miguel Chicahua,Oaxaca,Coutput/pdfs/20264,"Rango de temperatura","14,18"
San Miguel Chimalapa,Oaxaca,Coutput/pdfs/20265,"Rango de temperatura","16,28"
San Miguel del Puerto,Oaxaca,Coutput/pdfs/20266,"Rango de temperatura","16,28"
San Miguel del Río,Oaxaca,Coutput/pdfs/20267,"Rango de temperatura","16,22"
San Miguel Ejutla,Oaxaca,Coutput/pdfs/20268,"Rango de temperatura","20,22"
San Miguel el Grande,Oaxaca,Coutput/pdfs/20269,"Rango de temperatura","10,16"
San Miguel Huautla,Oaxaca,Coutput/pdfs/20270,"Rango de temperatura","14,20"
San Miguel Mixtepec,Oaxaca,Coutput/pdfs/20271,"Rango de temperatura","14,20"
San Miguel Panixtlahuaca,Oaxaca,Coutput/pdfs/20272,"Rango de temperatura","16,26"
San Miguel Peras,Oaxaca,Coutput/pdfs/20273,"Rango de temperatura","16,26"
San Miguel Piedras,Oaxaca,Coutput/pdfs/20274,"Rango de temperatura","18,24"
San Miguel Quetzaltepec,Oaxaca,Coutput/pdfs/20275,"Rango de temperatura","16,26"
San Miguel Santa Flor,Oaxaca,Coutput/pdfs/20276,"Rango de temperatura","12,20"
Villa Sola de Vega,Oaxaca,Coutput/pdfs/20277,"Rango de temperatura","12,26"
San Miguel Soyaltepec,Oaxaca,Coutput/pdfs/20278,"Rango de temperatura","22,26"
San Miguel Suchixtepec,Oaxaca,Coutput/pdfs/20279,"Rango de temperatura","10,20"
Villa Talea de Castro,Oaxaca,Coutput/pdfs/20280,"Rango de temperatura","16,24"
San Miguel Tecomatlán,Oaxaca,Coutput/pdfs/20281,"Rango de temperatura","16,18"
San Miguel Tenango,Oaxaca,Coutput/pdfs/20282,"Rango de temperatura","18,28"
San Miguel Tequixtepec,Oaxaca,Coutput/pdfs/20283,"Rango de temperatura","14,20"
San Miguel Tilquiápam,Oaxaca,Coutput/pdfs/20284,"Rango de temperatura","14,22"
San Miguel Tlacamama,Oaxaca,Coutput/pdfs/20285,"Rango de temperatura","24,26"
San Miguel Tlacotepec,Oaxaca,Coutput/pdfs/20286,"Rango de temperatura","20,24"
San Miguel Tulancingo,Oaxaca,Coutput/pdfs/20287,"Rango de temperatura","14,18"
San Miguel Yotao,Oaxaca,Coutput/pdfs/20288,"Rango de temperatura","12,22"
San Nicolás,Oaxaca,Coutput/pdfs/20289,"Rango de temperatura","18,22"
San Nicolás Hidalgo,Oaxaca,Coutput/pdfs/20290,"Rango de temperatura","22,26"
San Pablo Coatlán,Oaxaca,Coutput/pdfs/20291,"Rango de temperatura","14,28"
San Pablo Cuatro Venados,Oaxaca,Coutput/pdfs/20292,"Rango de temperatura","14,20"
San Pablo Etla,Oaxaca,Coutput/pdfs/20293,"Rango de temperatura","10,22"
San Pablo Huitzo,Oaxaca,Coutput/pdfs/20294,"Rango de temperatura","14,22"
San Pablo Huixtepec,Oaxaca,Coutput/pdfs/20295,"Rango de temperatura","16,22"
San Pablo Macuiltianguis,Oaxaca,Coutput/pdfs/20296,"Rango de temperatura","10,24"
San Pablo Tijaltepec,Oaxaca,Coutput/pdfs/20297,"Rango de temperatura","12,26"
San Pablo Villa de Mitla,Oaxaca,Coutput/pdfs/20298,"Rango de temperatura","14,22"
San Pablo Yaganiza,Oaxaca,Coutput/pdfs/20299,"Rango de temperatura","16,24"
San Pedro Amuzgos,Oaxaca,Coutput/pdfs/20300,"Rango de temperatura","22,28"
San Pedro Apóstol,Oaxaca,Coutput/pdfs/20301,"Rango de temperatura","16,22"
San Pedro Atoyac,Oaxaca,Coutput/pdfs/20302,"Rango de temperatura","16,22"
San Pedro Cajonos,Oaxaca,Coutput/pdfs/20303,"Rango de temperatura","16,20"
San Pedro Coxcaltepec Cántaros,Oaxaca,Coutput/pdfs/20304,"Rango de temperatura","14,20"
San Pedro Comitancillo,Oaxaca,Coutput/pdfs/20305,"Rango de temperatura","22,28"
San Pedro el Alto,Oaxaca,Coutput/pdfs/20306,"Rango de temperatura","12,22"
San Pedro Huamelula,Oaxaca,Coutput/pdfs/20307,"Rango de temperatura","18,28"
San Pedro Huilotepec,Oaxaca,Coutput/pdfs/20308,"Rango de temperatura","24,28"
San Pedro Ixcatlán,Oaxaca,Coutput/pdfs/20309,"Rango de temperatura","18,26"
San Pedro Ixtlahuaca,Oaxaca,Coutput/pdfs/20310,"Rango de temperatura","18,22"
San Pedro Jaltepetongo,Oaxaca,Coutput/pdfs/20311,"Rango de temperatura","16,26"
San Pedro Jicayán,Oaxaca,Coutput/pdfs/20312,"Rango de temperatura","24,26"
San Pedro Jocotipac,Oaxaca,Coutput/pdfs/20313,"Rango de temperatura","16,26"
San Pedro Juchatengo,Oaxaca,Coutput/pdfs/20314,"Rango de temperatura","16,26"
San Pedro Mártir,Oaxaca,Coutput/pdfs/20315,"Rango de temperatura","16,18"
San Pedro Mártir Quiechapa,Oaxaca,Coutput/pdfs/20316,"Rango de temperatura","16,24"
San Pedro Mártir Yucuxaco,Oaxaca,Coutput/pdfs/20317,"Rango de temperatura","14,18"
San Pedro Mixtepec,Oaxaca,Coutput/pdfs/20318,"Rango de temperatura","22,28"
San Pedro Mixtepec,Oaxaca,Coutput/pdfs/20319,"Rango de temperatura","8,20"
San Pedro Molinos,Oaxaca,Coutput/pdfs/20320,"Rango de temperatura","14,20"
San Pedro Nopala,Oaxaca,Coutput/pdfs/20321,"Rango de temperatura","14,20"
San Pedro Ocopetatillo,Oaxaca,Coutput/pdfs/20322,"Rango de temperatura","16,20"
San Pedro Ocotepec,Oaxaca,Coutput/pdfs/20323,"Rango de temperatura","16,26"
San Pedro Pochutla,Oaxaca,Coutput/pdfs/20324,"Rango de temperatura","20,28"
San Pedro Quiatoni,Oaxaca,Coutput/pdfs/20325,"Rango de temperatura","16,26"
San Pedro Sochiápam,Oaxaca,Coutput/pdfs/20326,"Rango de temperatura","14,26"
San Pedro Tapanatepec,Oaxaca,Coutput/pdfs/20327,"Rango de temperatura","20,30"
San Pedro Taviche,Oaxaca,Coutput/pdfs/20328,"Rango de temperatura","12,24"
San Pedro Teozacoalco,Oaxaca,Coutput/pdfs/20329,"Rango de temperatura","16,24"
San Pedro Teutila,Oaxaca,Coutput/pdfs/20330,"Rango de temperatura","20,26"
San Pedro Tidaá,Oaxaca,Coutput/pdfs/20331,"Rango de temperatura","10,18"
San Pedro Topiltepec,Oaxaca,Coutput/pdfs/20332,"Rango de temperatura","14,18"
San Pedro Totolapa,Oaxaca,Coutput/pdfs/20333,"Rango de temperatura","16,26"
Villa de Tututepec de Melchor Ocampo,Oaxaca,Coutput/pdfs/20334,"Rango de temperatura","16,28"
San Pedro Yaneri,Oaxaca,Coutput/pdfs/20335,"Rango de temperatura","12,22"
San Pedro Yolóx,Oaxaca,Coutput/pdfs/20336,"Rango de temperatura","10,24"
San Pedro y San Pablo Ayutla,Oaxaca,Coutput/pdfs/20337,"Rango de temperatura","14,24"
Villa de Etla,Oaxaca,Coutput/pdfs/20338,"Rango de temperatura","18,20"
San Pedro y San Pablo Teposcolula,Oaxaca,Coutput/pdfs/20339,"Rango de temperatura","14,20"
San Pedro y San Pablo Tequixtepec,Oaxaca,Coutput/pdfs/20340,"Rango de temperatura","16,24"
San Pedro Yucunama,Oaxaca,Coutput/pdfs/20341,"Rango de temperatura","14,18"
San Raymundo Jalpan,Oaxaca,Coutput/pdfs/20342,"Rango de temperatura","18,20"
San Sebastián Abasolo,Oaxaca,Coutput/pdfs/20343,"Rango de temperatura","18,22"
San Sebastián Coatlán,Oaxaca,Coutput/pdfs/20344,"Rango de temperatura","16,26"
San Sebastián Ixcapa,Oaxaca,Coutput/pdfs/20345,"Rango de temperatura","24,28 "
San Sebastián Nicananduta,Oaxaca,Coutput/pdfs/20346,"Rango de temperatura","14,20"
San Sebastián Río Hondo,Oaxaca,Coutput/pdfs/20347,"Rango de temperatura","10,18 "
San Sebastián Tecomaxtlahuaca,Oaxaca,Coutput/pdfs/20348,"Rango de temperatura","16,24"
San Sebastián Teitipac,Oaxaca,Coutput/pdfs/20349,"Rango de temperatura","18,22"
San Sebastián Tutla,Oaxaca,Coutput/pdfs/20350,"Rango de temperatura","18,22"
San Simón Almolongas,Oaxaca,Coutput/pdfs/20351,"Rango de temperatura","16,22 "
San Simón Zahuatlán,Oaxaca,Coutput/pdfs/20352,"Rango de temperatura","16,26"
Santa Ana,Oaxaca,Coutput/pdfs/20353,"Rango de temperatura","14,20 "
Santa Ana Ateixtlahuaca,Oaxaca,Coutput/pdfs/20354,"Rango de temperatura","16,22"
Santa Ana Cuauhtémoc,Oaxaca,Coutput/pdfs/20355,"Rango de temperatura","16,26"
Santa Ana del Valle,Oaxaca,Coutput/pdfs/20356,"Rango de temperatura","14,22"
Santa Ana Tavela,Oaxaca,Coutput/pdfs/20357,"Rango de temperatura","14,26"
Santa Ana Tlapacoyan,Oaxaca,Coutput/pdfs/20358,"Rango de temperatura","14,22"
Santa Ana Yareni,Oaxaca,Coutput/pdfs/20359,"Rango de temperatura","14,22"
Santa Ana Zegache,Oaxaca,Coutput/pdfs/20360,"Rango de temperatura","18,20"
Santa Catalina Quierí,Oaxaca,Coutput/pdfs/20361,"Rango de temperatura","14,22"
Santa Catalina Cuixtla,Oaxaca,Coutput/pdfs/20362,"Rango de temperatura","16,20"
Santa Catarina Ixtepeji,Oaxaca,Coutput/pdfs/20363," Rango de temperatura","10,22 "
Santa Catarina Juquila,Oaxaca,Coutput/pdfs/20364,"Rango de temperatura","10,22"
Santa Catarina Lachatao,Oaxaca,Coutput/pdfs/20365,"Rango de temperatura","10,20"
Santa Catarina Loxicha,Oaxaca,Coutput/pdfs/20366,"Rango de temperatura","14,28"
Santa Catarina Mechoacán,Oaxaca,Coutput/pdfs/20367,"Rango de temperatura","24,28"
Santa Catarina Minas,Oaxaca,Coutput/pdfs/20368,"Rango de temperatura","16,22"
Santa Catarina Quiané,Oaxaca,Coutput/pdfs/20369,"Rango de temperatura","18,22"
Santa Catarina Tayata,Oaxaca,Coutput/pdfs/20370,"Rango de temperatura","14,18"
Santa Catarina Ticuá,Oaxaca,Coutput/pdfs/20371,"Rango de temperatura","14,18"
Santa Catarina Yosonotú,Oaxaca,Coutput/pdfs/20372,"Rango de temperatura","12,18"
Santa Catarina Zapoquila,Oaxaca,Coutput/pdfs/20373,"Rango de temperatura","14,20"
Santa Cruz Acatepec,Oaxaca,Coutput/pdfs/20374,"Rango de temperatura","16,20"
Santa Cruz Amilpas,Oaxaca,Coutput/pdfs/20375,"Rango de temperatura","18,22"
Santa Cruz de Bravo,Oaxaca,Coutput/pdfs/20376,"Rango de temperatura","18,24"
Santa Cruz Itundujia,Oaxaca,Coutput/pdfs/20377,"Rango de temperatura","12,28"
Santa Cruz Mixtepec,Oaxaca,Coutput/pdfs/20378,"Rango de temperatura","14,22"
Santa Cruz Nundaco,Oaxaca,Coutput/pdfs/20379,"Rango de temperatura","10,18"
Santa Cruz Papalutla,Oaxaca,Coutput/pdfs/20380,"Rango de temperatura","18,22"
Santa Cruz Tacache de Mina,Oaxaca,Coutput/pdfs/20381,"Rango de temperatura","20,26"
Santa Cruz Tacahua,Oaxaca,Coutput/pdfs/20382,"Rango de temperatura","16,26"
Santa Cruz Tayata,Oaxaca,Coutput/pdfs/20383,"Rango de temperatura","14,18"
Santa Cruz Xitla,Oaxaca,Coutput/pdfs/20384,"Rango de temperatura","16,22"
Santa Cruz Xoxocotlán,Oaxaca,Coutput/pdfs/20385,"Rango de temperatura","18,20"
Santa Cruz Zenzontepec,Oaxaca,Coutput/pdfs/20386,"Rango de temperatura","14,28"
Santa Gertrudis,Oaxaca,Coutput/pdfs/20387,"Rango de temperatura","18,22"
Santa Inés del Monte,Oaxaca,Coutput/pdfs/20388,"Rango de temperatura","14,20"
Santa Inés Yatzeche,Oaxaca,Coutput/pdfs/20389,"Rango de temperatura","18,20"
Santa Lucía del Camino,Oaxaca,Coutput/pdfs/20390,"Rango de temperatura","18,22"
Santa Lucía Miahuatlán,Oaxaca,Coutput/pdfs/20391,"Rango de temperatura","12,22"
Santa Lucía Monteverde,Oaxaca,Coutput/pdfs/20392,"Rango de temperatura","12,24"
Santa Lucía Ocotlán,Oaxaca,Coutput/pdfs/20393,"Rango de temperatura","18,20"
Santa María Alotepec,Oaxaca,Coutput/pdfs/20394,"Rango de temperatura","16,26"
Santa María Apazco,Oaxaca,Coutput/pdfs/20395,"Rango de temperatura","14,20"
Santa María la Asunción,Oaxaca,Coutput/pdfs/20396,"Rango de temperatura","16,22"
Heroica Ciudad de Tlaxiaco,Oaxaca,Coutput/pdfs/20397,"Rango de temperatura","10,22"
Ayoquezco de Aldama,Oaxaca,Coutput/pdfs/20398,"Rango de temperatura","14,22"
Santa María Atzompa,Oaxaca,Coutput/pdfs/20399,"Rango de temperatura","18,22"
Santa María Camotlán,Oaxaca,Coutput/pdfs/20400,"Rango de temperatura","14,22"
Santa María Colotepec,Oaxaca,Coutput/pdfs/20401,"Rango de temperatura","24,28"
Santa María Cortijo,Oaxaca,Coutput/pdfs/20402,"Rango de temperatura","26,28"
Santa María Coyotepec,Oaxaca,Coutput/pdfs/20403,"Rango de temperatura","18,22"
Santa María Chachoápam,Oaxaca,Coutput/pdfs/20404,"Rango de temperatura","14,18"
Villa de Chilapa de Díaz,Oaxaca,Coutput/pdfs/20405,"Rango de temperatura","16,20"
Santa María Chilchotla,Oaxaca,Coutput/pdfs/20406,"Rango de temperatura","16,26"
Santa María Chimalapa,Oaxaca,Coutput/pdfs/20407,"Rango de temperatura","11,26"
Santa María del Rosario,Oaxaca,Coutput/pdfs/20408,"Rango de temperatura","14,18"
Santa María del Tule,Oaxaca,Coutput/pdfs/20409,"Rango de temperatura","18,22"
Santa María Ecatepec,Oaxaca,Coutput/pdfs/20410,"Rango de temperatura","16,26"
Santa María Guelacé,Oaxaca,Coutput/pdfs/20411,"Rango de temperatura","20,22"
Santa María Guienagati,Oaxaca,Coutput/pdfs/20412,"Rango de temperatura","16,28"
Santa María Huatulco,Oaxaca,Coutput/pdfs/20413,"Rango de temperatura","22,28"
Santa María Huazolotitlán,Oaxaca,Coutput/pdfs/20414,"Rango de temperatura","24,28"
Santa María Ipalapa,Oaxaca,Coutput/pdfs/20415,"Rango de temperatura","22,28"
Santa María Ixcatlán,Oaxaca,Coutput/pdfs/20416,"Rango de temperatura","14,26"
Santa María Jacatepec,Oaxaca,Coutput/pdfs/20417,"Rango de temperatura","22,26"
Santa María Jalapa del Marqués,Oaxaca,Coutput/pdfs/20418,"Rango de temperatura","16,28 "
Santa María Jaltianguis,Oaxaca,Coutput/pdfs/20419,"Rango de temperatura","12,22 "
Santa María Lachixío,Oaxaca,Coutput/pdfs/20420,"Rango de temperatura","14,20"
Santa María Mixtequilla,Oaxaca,Coutput/pdfs/20421,"Rango de temperatura","22,28 "
Santa María Nativitas,Oaxaca,Coutput/pdfs/20422,"Rango de temperatura","14,18"
Santa María Nduayaco,Oaxaca,Coutput/pdfs/20423,"Rango de temperatura","10,18"
Santa María Ozolotepec,Oaxaca,Coutput/pdfs/20424,"Rango de temperatura","10,24"
Santa María Pápalo,Oaxaca,Coutput/pdfs/20425,"Rango de temperatura","12,22"
Santa María Peñoles,Oaxaca,Coutput/pdfs/20426,"Rango de temperatura","14,22"
Santa María Petapa,Oaxaca,Coutput/pdfs/20427,"Rango de temperatura","22,26"
Santa María Quiegolani,Oaxaca,Coutput/pdfs/20428,"Rango de temperatura","14,24"
Santa María Sola,Oaxaca,Coutput/pdfs/20429,"Rango de temperatura","14,22"
Santa María Tataltepec,Oaxaca,Coutput/pdfs/20430,"Rango de temperatura","16,22"
Santa María Tecomavaca,Oaxaca,Coutput/pdfs/20431,"Rango de temperatura","14,26"
Santa María Temaxcalapa,Oaxaca,Coutput/pdfs/20432,"Rango de temperatura","20,24"
Santa María Temaxcaltepec,Oaxaca,Coutput/pdfs/20433,"Rango de temperatura","16,26"
Santa María Teopoxco,Oaxaca,Coutput/pdfs/20434,"Rango de temperatura","14,20"
Santa María Tepantlali,Oaxaca,Coutput/pdfs/20435,"Rango de temperatura","16,22"
Santa María Texcatitlán,Oaxaca,Coutput/pdfs/20436,"Rango de temperatura","18,26"
Santa María Tlahuitoltepec,Oaxaca,Coutput/pdfs/20437,"Rango de temperatura","12,24"
Santa María Tlalixtac,Oaxaca,Coutput/pdfs/20438,"Rango de temperatura","14,26"
Santa María Tonameca,Oaxaca,Coutput/pdfs/20439,"Rango de temperatura","26,28"
Santa María Totolapilla,Oaxaca,Coutput/pdfs/20440,"Rango de temperatura","18,26"
Santa María Xadani,Oaxaca,Coutput/pdfs/20441,"Rango de temperatura","26,28"
Santa María Yalina,Oaxaca,Coutput/pdfs/20442,"Rango de temperatura","12,20"
Santa María Yavesía,Oaxaca,Coutput/pdfs/20443,"Rango de temperatura","10,18"
Santa María Yolotepec,Oaxaca,Coutput/pdfs/20444,"Rango de temperatura","16,26"
Santa María Yosoyúa,Oaxaca,Coutput/pdfs/20445,"Rango de temperatura","14,20"
Santa María Yucuhiti,Oaxaca,Coutput/pdfs/20446,"Rango de temperatura","12,18"
Santa María Zacatepec,Oaxaca,Coutput/pdfs/20447,"Rango de temperatura","18,28"
Santa María Zaniza,Oaxaca,Coutput/pdfs/20448,"Rango de temperatura","14,26"
Santa María Zoquitlán,Oaxaca,Coutput/pdfs/20449,"Rango de temperatura","16,24"
Santiago Amoltepec,Oaxaca,Coutput/pdfs/20450,"Rango de temperatura","16,28"
Santiago Apoala,Oaxaca,Coutput/pdfs/20451,"Rango de temperatura","14,22"
Santiago Apóstol,Oaxaca,Coutput/pdfs/20452,"Rango de temperatura","18,22"
Santiago Astata,Oaxaca,Coutput/pdfs/20453,"Rango de temperatura","24,28"
Santiago Atitlán,Oaxaca,Coutput/pdfs/20454,"Rango de temperatura","14,22"
Santiago Ayuquililla,Oaxaca,Coutput/pdfs/20455,"Rango de temperatura","18,24"
Santiago Cacaloxtepec,Oaxaca,Coutput/pdfs/20456,"Rango de temperatura","18,22"
Santiago Camotlán,Oaxaca,Coutput/pdfs/20457,"Rango de temperatura","16,26"
Santiago Comaltepec,Oaxaca,Coutput/pdfs/20458,"Rango de temperatura","10,26"
Santiago Chazumba,Oaxaca,Coutput/pdfs/20459,"Rango de temperatura","16,24"
Santiago Choápam,Oaxaca,Coutput/pdfs/20460,"Rango de temperatura","14,26"
Santiago del Río,Oaxaca,Coutput/pdfs/20461,"Rango de temperatura","20,24"
Santiago Huajolotitlán,Oaxaca,Coutput/pdfs/20462,"Rango de temperatura","16,22"
Santiago Huauclilla,Oaxaca,Coutput/pdfs/20463,"Rango de temperatura","14,22"
Santiago Ihuitlán Plumas,Oaxaca,Coutput/pdfs/20464,"Rango de temperatura","14,18"
Santiago Ixcuintepec,Oaxaca,Coutput/pdfs/20465,"Rango de temperatura","18,26"
Santiago Ixtayutla,Oaxaca,Coutput/pdfs/20466,"Rango de temperatura","20,28"
Santiago Jamiltepec,Oaxaca,Coutput/pdfs/20467,"Rango de temperatura","22,28"
Santiago Jocotepec,Oaxaca,Coutput/pdfs/20468,"Rango de temperatura","20,28"
Santiago Juxtlahuaca,Oaxaca,Coutput/pdfs/20469,"Rango de temperatura","14,26"
Santiago Lachiguiri,Oaxaca,Coutput/pdfs/20470,"Rango de temperatura","16,28"
Santiago Lalopa,Oaxaca,Coutput/pdfs/20471,"Rango de temperatura","18,24"
Santiago Laollaga,Oaxaca,Coutput/pdfs/20472,"Rango de temperatura","20,28"
Santiago Laxopa,Oaxaca,Coutput/pdfs/20473,"Rango de temperatura","10,20"
Santiago Llano Grande,Oaxaca,Coutput/pdfs/20474,"Rango de temperatura","24,26"
Santiago Matatlán,Oaxaca,Coutput/pdfs/20475,"Rango de temperatura","12,20"
Santiago Miltepec,Oaxaca,Coutput/pdfs/20476,"Rango de temperatura","16,20"
Santiago Minas,Oaxaca,Coutput/pdfs/20477,"Rango de temperatura","16,26"
Santiago Nacaltepec,Oaxaca,Coutput/pdfs/20478,"Rango de temperatura","14,26"
Santiago Nejapilla,Oaxaca,Coutput/pdfs/20479,"Rango de temperatura","14,18"
Santiago Nundiche,Oaxaca,Coutput/pdfs/20480,"Rango de temperatura","14,20"
Santiago Nuyoó,Oaxaca,Coutput/pdfs/20481,"Rango de temperatura","12,20"
Santiago Pinotepa Nacional,Oaxaca,Coutput/pdfs/20482,"Rango de temperatura","26,28"
Santiago Suchilquitongo,Oaxaca,Coutput/pdfs/20483,"Rango de temperatura","14,20"
Santiago Tamazola,Oaxaca,Coutput/pdfs/20484,"Rango de temperatura","18,26C"
Santiago Tapextla,Oaxaca,Coutput/pdfs/20485,"Rango de temperatura","24,26"
Villa Tejúpam de la Unión,Oaxaca,Coutput/pdfs/20486,"Rango de temperatura","14,18"
Santiago Tenango,Oaxaca,Coutput/pdfs/20487,"Rango de temperatura","14,20"
Santiago Tepetlapa,Oaxaca,Coutput/pdfs/20488,"Rango de temperatura","14,18"
Santiago Tetepec,Oaxaca,Coutput/pdfs/20489,"Rango de temperatura","22,28"
Santiago Texcalcingo,Oaxaca,Coutput/pdfs/20490,"Rango de temperatura","14,20"
Santiago Textitlán,Oaxaca,Coutput/pdfs/20491,"Rango de temperatura","12,24"
Santiago Tilantongo,Oaxaca,Coutput/pdfs/20492,"Rango de temperatura","12,22"
Santiago Tillo,Oaxaca,Coutput/pdfs/20493,"Rango de temperatura","16,18"
Santiago Tlazoyaltepec,Oaxaca,Coutput/pdfs/20494,"Rango de temperatura","14,20"
Santiago Xanica,Oaxaca,Coutput/pdfs/20495,"Rango de temperatura","18,26"
Santiago Xiacuí,Oaxaca,Coutput/pdfs/20496,"Rango de temperatura","12,18"
Santiago Yaitepec,Oaxaca,Coutput/pdfs/20497,"Rango de temperatura","10,20"
Santiago Yaveo,Oaxaca,Coutput/pdfs/20498,"Rango de temperatura","20,28"
Santiago Yolomécatl,Oaxaca,Coutput/pdfs/20499,"Rango de temperatura","14,18"
Santiago Yosondúa,Oaxaca,Coutput/pdfs/20500,"Rango de temperatura","12,26"
Santiago Yucuyachi,Oaxaca,Coutput/pdfs/20501,"Rango de temperatura","20,24"
Santiago Zacatepec,Oaxaca,Coutput/pdfs/20502,"Rango de temperatura","16,26"
Santiago Zoochila,Oaxaca,Coutput/pdfs/20503,"Rango de temperatura","14,20"
Nuevo Zoquiápam,Oaxaca,Coutput/pdfs/20504,"Rango de temperatura","10,22"
Santo Domingo Ingenio,Oaxaca,Coutput/pdfs/20505,"Rango de temperatura","24,28"
Santo Domingo Albarradas,Oaxaca,Coutput/pdfs/20506,"Rango de temperatura","14,22"
Santo Domingo Armenta,Oaxaca,Coutput/pdfs/20507,"Rango de temperatura","26,28"
Santo Domingo Chihuitán,Oaxaca,Coutput/pdfs/20508,"Rango de temperatura","22,28"
Santo Domingo de Morelos,Oaxaca,Coutput/pdfs/20509,"Rango de temperatura","24,28"
Santo Domingo Ixcatlán,Oaxaca,Coutput/pdfs/20510,"Rango de temperatura","14,22"
Santo Domingo Nuxaá,Oaxaca,Coutput/pdfs/20511,"Rango de temperatura","14,20"
Santo Domingo Ozolotepec,Oaxaca,Coutput/pdfs/20512,"Rango de temperatura","10,20"
Santo Domingo Petapa,Oaxaca,Coutput/pdfs/20513,"Rango de temperatura","18,26"
Santo Domingo Roayaga,Oaxaca,Coutput/pdfs/20514,"Rango de temperatura","14,24"
Santo Domingo Tehuantepec,Oaxaca,Coutput/pdfs/20515,"Rango de temperatura","20,30"
Santo Domingo Teojomulco,Oaxaca,Coutput/pdfs/20516,"Rango de temperatura","14,26"
Santo Domingo Tepuxtepec,Oaxaca,Coutput/pdfs/20517,"Rango de temperatura","14,24"
Santo Domingo Tlatayápam,Oaxaca,Coutput/pdfs/20518,"Rango de temperatura","14,18"
Santo Domingo Tomaltepec,Oaxaca,Coutput/pdfs/20519,"Rango de temperatura","12,22"
Santo Domingo Tonalá,Oaxaca,Coutput/pdfs/20520,"Rango de temperatura","16,24"
Santo Domingo Tonaltepec,Oaxaca,Coutput/pdfs/20521,"Rango de temperatura","14,18"
Santo Domingo Xagacía,Oaxaca,Coutput/pdfs/20522,"Rango de temperatura","12,20"
Santo Domingo Yanhuitlán,Oaxaca,Coutput/pdfs/20523,"Rango de temperatura","14,18"
Santo Domingo Yodohino,Oaxaca,Coutput/pdfs/20524,"Rango de temperatura","18,22"
Santo Domingo Zanatepec,Oaxaca,Coutput/pdfs/20525,"Rango de temperatura","20,28"
Santos Reyes Nopala,Oaxaca,Coutput/pdfs/20526,"Rango de temperatura","16,28"
Santos Reyes Pápalo,Oaxaca,Coutput/pdfs/20527,"Rango de temperatura","12,24"
Santos Reyes Tepejillo,Oaxaca,Coutput/pdfs/20528,"Rango de temperatura","16,22"
Santos Reyes Yucuná,Oaxaca,Coutput/pdfs/20529,"Rango de temperatura","16,24"
Santo Tomás Jalieza,Oaxaca,Coutput/pdfs/20530,"Rango de temperatura","16,22"
Santo Tomás Mazaltepec,Oaxaca,Coutput/pdfs/20531,"Rango de temperatura","14,20"
Santo Tomás Ocotepec,Oaxaca,Coutput/pdfs/20532,"Rango de temperatura","12,18"
Santo Tomás Tamazulapan,Oaxaca,Coutput/pdfs/20533,"Rango de temperatura","10,20"
San Vicente Coatlán,Oaxaca,Coutput/pdfs/20534,"Rango de temperatura","16,24"
San Vicente Lachixío,Oaxaca,Coutput/pdfs/20535,"Rango de temperatura","14,22"
San Vicente Nuñú,Oaxaca,Coutput/pdfs/20536,"Rango de temperatura","10,18"
Silacayoápam,Oaxaca,Coutput/pdfs/20537,"Rango de temperatura","16,26"
Sitio de Xitlapehua,Oaxaca,Coutput/pdfs/20538,"Rango de temperatura","18,22"
