municipality,state,code,variable,min_precipitation,max_precipitation
Bacerac,Sonora,Coutput/pdfs/26010,"Rango de precipitación","400,700 "
Bacoachi,Sonora,Coutput/pdfs/26011,"Rango de precipitación","400,600 "
Bácum,Sonora,Coutput/pdfs/26012,"Rango de precipitación","100,500 "
Banámichi,Sonora,Coutput/pdfs/26013,"Rango de precipitación","400,600 "
Baviácora,Sonora,Coutput/pdfs/26014,"Rango de precipitación","300,600 "
Bavispe,Sonora,Coutput/pdfs/26015,"Rango de precipitación","300,700 "
Benjamín Hill,Sonora,Coutput/pdfs/26016,"Rango de precipitación","200,400 "
Heroica Caborca,Sonora,Coutput/pdfs/26017,"Rango de precipitación","50,400 "
Cajeme,Sonora,Coutput/pdfs/26018,"Rango de precipitación","100,400 "
Cananea,Sonora,Coutput/pdfs/26019,"Rango de precipitación","300,700 "
Carbó,Sonora,Coutput/pdfs/26020,"Rango de precipitación","200,500 "
La Colorada,Sonora,Coutput/pdfs/26021,"Rango de precipitación","200,600 "
Cucurpe,Sonora,Coutput/pdfs/26022,"Rango de precipitación","300,600 "
Cumpas,Sonora,Coutput/pdfs/26023,"Rango de precipitación","400,600 "
Divisaderos,Sonora,Coutput/pdfs/26024,"Rango de precipitación","400,600 "
Empalme,Sonora,Coutput/pdfs/26025,"Rango de precipitación","0,300 "
Etchojoa,Sonora,Coutput/pdfs/26026,"Rango de precipitación","0,200 "
Fronteras,Sonora,Coutput/pdfs/26027,"Rango de precipitación","300,700 "
Granados,Sonora,Coutput/pdfs/26028,"Rango de precipitación","400,600 "
Guaymas,Sonora,Coutput/pdfs/26029,"Rango de precipitación","Menos de 100,300 "
Hermosillo,Sonora,Coutput/pdfs/26030,"Rango de precipitación","Menos de 100,500 "
Huachinera,Sonora,Coutput/pdfs/26031,"Rango de precipitación","400,600 "
Huásabas,Sonora,Coutput/pdfs/26032,"Rango de precipitación","400,600 "
Huatabampo,Sonora,Coutput/pdfs/26033,"Rango de precipitación","Menos de 100,200 "
Huépac,Sonora,Coutput/pdfs/26034,"Rango de precipitación","200,600 "
Imuris,Sonora,Coutput/pdfs/26035,"Rango de precipitación","300,600 "
Magdalena,Sonora,Coutput/pdfs/26036,"Rango de precipitación","300,600 "
Mazatán,Sonora,Coutput/pdfs/26037,"Rango de precipitación","400,600 "
Moctezuma,Sonora,Coutput/pdfs/26038,"Rango de precipitación","400,600 "
Naco,Sonora,Coutput/pdfs/26039,"Rango de precipitación","300,600 "
Nácori Chico,Sonora,Coutput/pdfs/26040,"Rango de precipitación","400,800 "
Nacozari de García,Sonora,Coutput/pdfs/26041,"Rango de precipitación","300,700 "
Navojoa,Sonora,Coutput/pdfs/26042,"Rango de precipitación","300,700 "
Nogales,Sonora,Coutput/pdfs/26043,"Rango de precipitación","300,600 "
Onavas,Sonora,Coutput/pdfs/26044,"Rango de precipitación","500,800 "
Opodepe,Sonora,Coutput/pdfs/26045,"Rango de precipitación","200,600 "
Oquitoa,Sonora,Coutput/pdfs/26046,"Rango de precipitación","200,400 "
Pitiquito,Sonora,Coutput/pdfs/26047,"Rango de precipitación","Menos de 100,400 "
Puerto Peñasco,Sonora,Coutput/pdfs/26048,"Rango de precipitación","Menos de 100,300 "
Quiriego,Sonora,Coutput/pdfs/26049,"Rango de precipitación","300,800 "
Rayón,Sonora,Coutput/pdfs/26050,"Rango de precipitación","300,600 "
Rosario,Sonora,Coutput/pdfs/26051,"Rango de precipitación","400,900 "
Sahuaripa,Sonora,Coutput/pdfs/26052,"Rango de precipitación","500,900 "
San Felipe de Jesús,Sonora,Coutput/pdfs/26053,"Rango de precipitación","300,600 "
San Javier,Sonora,Coutput/pdfs/26054,"Rango de precipitación","500,700 "
San Luis Río Colorado,Sonora,Coutput/pdfs/26055,"Rango de precipitación","Menos de 100,200 "
San Miguel de Horcasitas,Sonora,Coutput/pdfs/26056,"Rango de precipitación","200,400 "
San Pedro de la Cueva,Sonora,Coutput/pdfs/26057,"Rango de precipitación","500,700 "
Santa Ana,Sonora,Coutput/pdfs/26058,"Rango de precipitación","500,1700 "
Santa Cruz,Sonora,Coutput/pdfs/26059,"Rango de precipitación","400,600 "
Sáric,Sonora,Coutput/pdfs/26060,"Rango de precipitación","200,500 "
Soyopa,Sonora,Coutput/pdfs/26061,"Rango de precipitación","500,800 "
Suaqui Grande,Sonora,Coutput/pdfs/26062,"Rango de precipitación","400,700 "
Tepache,Sonora,Coutput/pdfs/26063,"Rango de precipitación","400,600 "
Trincheras,Sonora,Coutput/pdfs/26064,"Rango de precipitación","200,400 "
Tubutama,Sonora,Coutput/pdfs/26065,"Rango de precipitación","200,500 "
Ures,Sonora,Coutput/pdfs/26066,"Rango de precipitación","300,600 "
Villa Hidalgo,Sonora,Coutput/pdfs/26067,"Rango de precipitación","300,700 "
Villa Pesqueira,Sonora,Coutput/pdfs/26068,"Rango de precipitación","400,600 "
Yécora,Sonora,Coutput/pdfs/26069,"Rango de precipitación","600,900 "
General Plutarco Elías Calles,Sonora,Coutput/pdfs/26070,"Rango de precipitación","Menos de 100,300 "
Benito Juárez,Sonora,Coutput/pdfs/26071,"Rango de precipitación","Menos de 100,300 "
San Ignacio Río Muerto,Sonora,Coutput/pdfs/26072,"Rango de precipitación","Menos de 100,300 "
Balancán,Tabasco,Coutput/pdfs/27001,"Rango de precipitación","1500,2500 "
Cárdenas,Tabasco,Coutput/pdfs/27002,"Rango de precipitación","2000,2500 "
Centla,Tabasco,Coutput/pdfs/27003,"Rango de precipitación","1500,2000 "
Centro,Tabasco,Coutput/pdfs/27004,"Rango de precipitación","1500,3000 "
Comalcalco,Tabasco,Coutput/pdfs/27005,"Rango de precipitación","1500,2500 "
Cunduacán,Tabasco,Coutput/pdfs/27006,"Rango de precipitación","1500,2500 "
Emiliano Zapata,Tabasco,Coutput/pdfs/27007,"Rango de precipitación","1500,3000 "
Huimanguillo,Tabasco,Coutput/pdfs/27008,"Rango de precipitación","2000,3500 "
Jalapa,Tabasco,Coutput/pdfs/27009,"Rango de precipitación","2000,3500 "
Jalpa de Méndez,Tabasco,Coutput/pdfs/27010,"Rango de precipitación","1500,2000 "
Jonuta,Tabasco,Coutput/pdfs/27011,"Rango de precipitación","1500,2500 "
Macuspana,Tabasco,Coutput/pdfs/27012,"Rango de precipitación","1500,4500 "
Nacajuca,Tabasco,Coutput/pdfs/27013,"Rango de precipitación","1500,2500 "
Paraíso,Tabasco,Coutput/pdfs/27014,"Rango de precipitación","1500,2500 "
Tacotalpa,Tabasco,Coutput/pdfs/27015,"Rango de precipitación","2000,4500 "
Teapa,Tabasco,Coutput/pdfs/27016,"Rango de precipitación","2000,4500 "
Tenosique,Tabasco,Coutput/pdfs/27017,"Rango de precipitación","1500,2500 "
Abasolo,Tamaulipas,Coutput/pdfs/28001,"Rango de precipitación","600,900 "
Aldama,Tamaulipas,Coutput/pdfs/28002,"Rango de precipitación","900,1100 "
Altamira,Tamaulipas,Coutput/pdfs/28003,"Rango de precipitación","900,1100 "
Antiguo Morelos,Tamaulipas,Coutput/pdfs/28004,"Rango de precipitación","1100,1300 "
Burgos,Tamaulipas,Coutput/pdfs/28005,"Rango de precipitación","600,900 "
Bustamante,Tamaulipas,Coutput/pdfs/28006,"Rango de precipitación","500,700 "
Camargo,Tamaulipas,Coutput/pdfs/28007,"Rango de precipitación","400,600 "
Casas,Tamaulipas,Coutput/pdfs/28008,"Rango de precipitación","600,1200 "
Ciudad Madero,Tamaulipas,Coutput/pdfs/28009,"Rango de precipitación","900,1100 "
Cruillas,Tamaulipas,Coutput/pdfs/28010,"Rango de precipitación","600,900 "
Gómez Farías,Tamaulipas,Coutput/pdfs/28011,"Rango de precipitación","900,1300 "
González,Tamaulipas,Coutput/pdfs/28012,"Rango de precipitación","700,1100 "
Güémez,Tamaulipas,Coutput/pdfs/28013,"Rango de precipitación","600,1100 "
Guerrero,Tamaulipas,Coutput/pdfs/28014,"Rango de precipitación","600,900 "
Gustavo Díaz Ordaz,Tamaulipas,Coutput/pdfs/28015,"Rango de precipitación","400,600 "
Hidalgo,Tamaulipas,Coutput/pdfs/28016,"Rango de precipitación","600,1100 "
Jaumave,Tamaulipas,Coutput/pdfs/28017,"Rango de precipitación","400,1100 "
Jiménez,Tamaulipas,Coutput/pdfs/28018,"Rango de precipitación","600,900 "
Llera,Tamaulipas,Coutput/pdfs/28019,"Rango de precipitación","600,1200 "
Mainero,Tamaulipas,Coutput/pdfs/28020,"Rango de precipitación","700,1100 "
El Mante,Tamaulipas,Coutput/pdfs/28021,"Rango de precipitación","900,1300 "
Matamoros,Tamaulipas,Coutput/pdfs/28022,"Rango de precipitación","500,700 "
Méndez,Tamaulipas,Coutput/pdfs/28023,"Rango de precipitación","500,800 "
Mier,Tamaulipas,Coutput/pdfs/28024,"Rango de precipitación","400,700 "
Miguel Alemán,Tamaulipas,Coutput/pdfs/28025,"Rango de precipitación","500,700 "
Miquihuana,Tamaulipas,Coutput/pdfs/28026,"Rango de precipitación","300,900 "
Nuevo Laredo,Tamaulipas,Coutput/pdfs/28027,"Rango de precipitación","400,600 "
Nuevo Morelos,Tamaulipas,Coutput/pdfs/28028,"Rango de precipitación","1100,1600 "
Ocampo,Tamaulipas,Coutput/pdfs/28029,"Rango de precipitación","900,1600 "
Padilla,Tamaulipas,Coutput/pdfs/28030,"Rango de precipitación","600,800 "
Palmillas,Tamaulipas,Coutput/pdfs/28031,"Rango de precipitación","400,900 "
Reynosa,Tamaulipas,Coutput/pdfs/28032,"Rango de precipitación","400,700 "
Río Bravo,Tamaulipas,Coutput/pdfs/28033,"Rango de precipitación","400,700 "
San Carlos,Tamaulipas,Coutput/pdfs/28034,"Rango de precipitación","600,1100 "
San Fernando,Tamaulipas,Coutput/pdfs/28035,"Rango de precipitación","500,800 "
San Nicolás,Tamaulipas,Coutput/pdfs/28036,"Rango de precipitación","700,900 "
Soto la Marina,Tamaulipas,Coutput/pdfs/28037,"Rango de precipitación","700,1100 "
Tampico,Tamaulipas,Coutput/pdfs/28038,"Rango de precipitación","900,1100 "
Tula,Tamaulipas,Coutput/pdfs/28039,"Rango de precipitación","300,1300 "
Valle Hermoso,Tamaulipas,Coutput/pdfs/28040,"Rango de precipitación","500,700 "
Victoria,Tamaulipas,Coutput/pdfs/28041,"Rango de precipitación","400,1100 "
Villagrán,Tamaulipas,Coutput/pdfs/28042,"Rango de precipitación","600,1200 "
Xicoténcatl,Tamaulipas,Coutput/pdfs/28043,"Rango de precipitación","700,1300 "
Amaxac de Guerrero,Tlaxcala,Coutput/pdfs/29001,"Rango de precipitación","800,1000 "
Apetatitlán de Antonio Carvajal,Tlaxcala,Coutput/pdfs/29002,"Rango de precipitación","800,1000 "
Atlangatepec,Tlaxcala,Coutput/pdfs/29003,"Rango de precipitación","600,700 "
Altzayanca,Tlaxcala,Coutput/pdfs/29004,"Rango de precipitación","600,900 "
Apizaco,Tlaxcala,Coutput/pdfs/29005,"Rango de precipitación","600,900 "
Calpulalpan,Tlaxcala,Coutput/pdfs/29006,"Rango de precipitación","500,800 "
El Carmen Tequexquitla,Tlaxcala,Coutput/pdfs/29007,"Rango de precipitación","400,600 "
Cuapiaxtla,Tlaxcala,Coutput/pdfs/29008,"Rango de precipitación","500,600 "
Cuaxomulco,Tlaxcala,Coutput/pdfs/29009,"Rango de precipitación","700,1000 "
Chiautempan,Tlaxcala,Coutput/pdfs/29010,"Rango de precipitación","800,1000 "
Muñoz de Domingo Arenas,Tlaxcala,Coutput/pdfs/29011,"Rango de precipitación","600,800 "
Españita,Tlaxcala,Coutput/pdfs/29012,"Rango de precipitación","700,800 "
Huamantla,Tlaxcala,Coutput/pdfs/29013,"Rango de precipitación","500,1100 "
Hueyotlipan,Tlaxcala,Coutput/pdfs/29014,"Rango de precipitación","600,900 "
Ixtacuixtla de Mariano Matamoros,Tlaxcala,Coutput/pdfs/29015,"Rango de precipitación","800,1000 "
Ixtenco,Tlaxcala,Coutput/pdfs/29016,"Rango de precipitación","600,1100 "
Mazatecochco de José María Morelos,Tlaxcala,Coutput/pdfs/29017,"Rango de precipitación","800,1000 "
Contla de Juan Cuamatzi,Tlaxcala,Coutput/pdfs/29018,"Rango de precipitación","800,1000 "
Tepetitla de Lardizábal,Tlaxcala,Coutput/pdfs/29019,"Rango de precipitación","800,1000 "
Sanctórum de Lázaro Cárdenas,Tlaxcala,Coutput/pdfs/29020,"Rango de precipitación","800,1000 "
Nanacamilpa de Mariano Arista,Tlaxcala,Coutput/pdfs/29021,"Rango de precipitación","700,800 "
Acuamanala de Miguel Hidalgo,Tlaxcala,Coutput/pdfs/29022,"Rango de precipitación","800,1000 "
Natívitas,Tlaxcala,Coutput/pdfs/29023,"Rango de precipitación","800,1000 "
Panotla,Tlaxcala,Coutput/pdfs/29024,"Rango de precipitación","700,1000 "
San Pablo del Monte,Tlaxcala,Coutput/pdfs/29025,"Rango de precipitación","800,1000 "
Santa Cruz Tlaxcala,Tlaxcala,Coutput/pdfs/29026,"Rango de precipitación","800,1000 "
Tenancingo,Tlaxcala,Coutput/pdfs/29027,"Rango de precipitación","800,1000 "
Teolocholco,Tlaxcala,Coutput/pdfs/29028,"Rango de precipitación","800,1000 "
Tepeyanco,Tlaxcala,Coutput/pdfs/29029,"Rango de precipitación","800,1000 "
Terrenate,Tlaxcala,Coutput/pdfs/29030,"Rango de precipitación","600,900 "
Tetla de la Solidaridad,Tlaxcala,Coutput/pdfs/29031,"Rango de precipitación","600,900 "
Tetlatlahuca,Tlaxcala,Coutput/pdfs/29032,"Rango de precipitación","800,1000 "
Tlaxcala,Tlaxcala,Coutput/pdfs/29033,"Rango de precipitación","800,1000 "
Tlaxco,Tlaxcala,Coutput/pdfs/29034,"Rango de precipitación","600,900 "
Tocatlán,Tlaxcala,Coutput/pdfs/29035,"Rango de precipitación","600,800 "
Totolac,Tlaxcala,Coutput/pdfs/29036,"Rango de precipitación","800,1000 "
Zitlaltepec de Trinidad Sánchez Santos,Tlaxcala,Coutput/pdfs/29037,"Rango de precipitación","600,1100 "
Tzompantepec,Tlaxcala,Coutput/pdfs/29038,"Rango de precipitación","700,900 "
Xaloztoc,Tlaxcala,Coutput/pdfs/29039,"Rango de precipitación","700,800 "
Xaltocan,Tlaxcala,Coutput/pdfs/29040,"Rango de precipitación","700,900 "
Papalotla de Xicohténcatl,Tlaxcala,Coutput/pdfs/29041,"Rango de precipitación","800,1000 "
Xicohtzinco,Tlaxcala,Coutput/pdfs/29042,"Rango de precipitación","800,1000 "
Yauhquemecan,Tlaxcala,Coutput/pdfs/29043,"Rango de precipitación","800,1000 "
Zacatelco,Tlaxcala,Coutput/pdfs/29044,"Rango de precipitación","800,1000 "
Benito Juárez,Tlaxcala,Coutput/pdfs/29045,"Rango de precipitación","600,700 "
Emiliano Zapata,Tlaxcala,Coutput/pdfs/29046,"Rango de precipitación","600,800 "
Lázaro Cárdenas,Tlaxcala,Coutput/pdfs/29047,"Rango de precipitación","700,800 "
La Magdalena Tlaltelulco,Tlaxcala,Coutput/pdfs/29048,"Rango de precipitación","800,1000 "
San Damián Texoloc,Tlaxcala,Coutput/pdfs/29049,"Rango de precipitación","800,1000 "
San Francisco Tetlanohcan,Tlaxcala,Coutput/pdfs/29050,"Rango de precipitación","800,1000 "
San Jerónimo Zacualpan,Tlaxcala,Coutput/pdfs/29051,"Rango de precipitación","800,1000 "
San José Teacalco,Tlaxcala,Coutput/pdfs/29052,"Rango de precipitación","800,1000 "
San Juan Huactzinco,Tlaxcala,Coutput/pdfs/29053,"Rango de precipitación","800,1000 "
San Lorenzo Axocomanitla,Tlaxcala,Coutput/pdfs/29054,"Rango de precipitación","800,1000 "
San Lucas Tecopilco,Tlaxcala,Coutput/pdfs/29055,"Rango de precipitación","600,900 "
Santa Ana Nopalucan,Tlaxcala,Coutput/pdfs/29056,"Rango de precipitación","800,1000 "
Santa Apolonia Teacalco,Tlaxcala,Coutput/pdfs/29057,"Rango de precipitación","800,1000 "
Santa Catarina Ayometla,Tlaxcala,Coutput/pdfs/29058,"Rango de precipitación","800,1000 "
Santa Cruz Quilehtla,Tlaxcala,Coutput/pdfs/29059,"Rango de precipitación","800,1000 "
Santa Isabel Xiloxoxtla,Tlaxcala,Coutput/pdfs/29060,"Rango de precipitación","800,1000 "
Acajete,Veracruz de Ignacio de la Llave,Coutput/pdfs/30001,"Rango de precipitación","1400,1600 "
Acatlán,Veracruz de Ignacio de la Llave,Coutput/pdfs/30002,"Rango de precipitación","1500,2000 "
Acayucan,Veracruz de Ignacio de la Llave,Coutput/pdfs/30003,"Rango de precipitación","1400,1600 "
Actopan,Veracruz de Ignacio de la Llave,Coutput/pdfs/30004,"Rango de precipitación","1100,1300 "
Acula,Veracruz de Ignacio de la Llave,Coutput/pdfs/30005,"Rango de precipitación","1400,1600 "
Acultzingo,Veracruz de Ignacio de la Llave,Coutput/pdfs/30006,"Rango de precipitación","500,900 "
Camarón de Tejeda,Veracruz de Ignacio de la Llave,Coutput/pdfs/30007,"Rango de precipitación","900,1300 "
Alpatláhuac,Veracruz de Ignacio de la Llave,Coutput/pdfs/30008,"Rango de precipitación","1400,1600 "
Alto Lucero de Gutiérrez Barrios,Veracruz de Ignacio de la Llave,Coutput/pdfs/30009,"Rango de precipitación","1100,1600 "
Altotonga,Veracruz de Ignacio de la Llave,Coutput/pdfs/30010,"Rango de precipitación","500,2100 "
Alvarado,Veracruz de Ignacio de la Llave,Coutput/pdfs/30011,"Rango de precipitación","1400,2100 "
Amatitlán,Veracruz de Ignacio de la Llave,Coutput/pdfs/30012,"Rango de precipitación","1200,1500 "
Naranjos Amatlán,Veracruz de Ignacio de la Llave,Coutput/pdfs/30013,"Rango de precipitación","1400,1600 "
Amatlán de los Reyes,Veracruz de Ignacio de la Llave,Coutput/pdfs/30014,"Rango de precipitación","1900,2600 "
Angel R Cabada,Veracruz de Ignacio de la Llave,Coutput/pdfs/30015,"Rango de precipitación","1900,3600 "
La Antigua,Veracruz de Ignacio de la Llave,Coutput/pdfs/30016,"Rango de precipitación","1100,1300 "
Apazapan,Veracruz de Ignacio de la Llave,Coutput/pdfs/30017,"Rango de precipitación","900,1100 "
Aquila,Veracruz de Ignacio de la Llave,Coutput/pdfs/30018,"Rango de precipitación","400,700 "
Astacinga,Veracruz de Ignacio de la Llave,Coutput/pdfs/30019,"Rango de precipitación","1100,2100 "
Atlahuilco,Veracruz de Ignacio de la Llave,Coutput/pdfs/30020,"Rango de precipitación","1100,2100 "
Atoyac,Veracruz de Ignacio de la Llave,Coutput/pdfs/30021,"Rango de precipitación","1400,1600 "
Atzacan,Veracruz de Ignacio de la Llave,Coutput/pdfs/30022,"Rango de precipitación","1900,2100 "
Atzalan,Veracruz de Ignacio de la Llave,Coutput/pdfs/30023,"Rango de precipitación","1900,2600 "
Tlaltetela,Veracruz de Ignacio de la Llave,Coutput/pdfs/30024,"Rango de precipitación","900,2100 "
Ayahualulco,Veracruz de Ignacio de la Llave,Coutput/pdfs/30025,"Rango de precipitación","300,1600 "
Banderilla,Veracruz de Ignacio de la Llave,Coutput/pdfs/30026,"Rango de precipitación","1400,1600 "
Benito Juárez,Veracruz de Ignacio de la Llave,Coutput/pdfs/30027,"Rango de precipitación","1900,2100 "
Boca del Río,Veracruz de Ignacio de la Llave,Coutput/pdfs/30028,"Rango de precipitación","1500,2000 "
Calcahualco,Veracruz de Ignacio de la Llave,Coutput/pdfs/30029,"Rango de precipitación","900,1600 "
Camerino Z Mendoza,Veracruz de Ignacio de la Llave,Coutput/pdfs/30030,"Rango de precipitación","900,1600 "
Carrillo Puerto,Veracruz de Ignacio de la Llave,Coutput/pdfs/30031,"Rango de precipitación","1400,1600 "
Catemaco,Veracruz de Ignacio de la Llave,Coutput/pdfs/30032,"Rango de precipitación","1900,4600 "
Cazones de Herrera,Veracruz de Ignacio de la Llave,Coutput/pdfs/30033,"Rango de precipitación","1400,1600 "
Cerro Azul,Veracruz de Ignacio de la Llave,Coutput/pdfs/30034,"Rango de precipitación","1400,1600 "
Citlaltépetl,Veracruz de Ignacio de la Llave,Coutput/pdfs/30035,"Rango de precipitación","1400,1600 "
Coacoatzintla,Veracruz de Ignacio de la Llave,Coutput/pdfs/30036,"Rango de precipitación","1500,2000 "
Coahuitlán,Veracruz de Ignacio de la Llave,Coutput/pdfs/30037,"Rango de precipitación","2400,2600 "
Coatepec,Veracruz de Ignacio de la Llave,Coutput/pdfs/30038,"Rango de precipitación","1100,2100 "
Coatzacoalcos,Veracruz de Ignacio de la Llave,Coutput/pdfs/30039,"Rango de precipitación","2400,2600 "
Coatzintla,Veracruz,Coutput/pdfs/30040,"Rango de precipitación","1100,1600 "
Coetzala,Veracruz de Ignacio de la Llave,Coutput/pdfs/30041,"Rango de precipitación","2400,2600 "
Colipa,Veracruz de Ignacio de la Llave,Coutput/pdfs/30042,"Rango de precipitación","1900,2100 "
Comapa,Veracruz de Ignacio de la Llave,Coutput/pdfs/30043,"Rango de precipitación","900,1600 "
Córdoba,Veracruz de Ignacio de la Llave,Coutput/pdfs/30044,"Rango de precipitación","1900,2100 "
Cosamaloapan de Carpio,Veracruz de Ignacio de la Llave,Coutput/pdfs/30045,"Rango de precipitación","1400,2100 "
Cosautlán de Carvajal,Veracruz de Ignacio de la Llave,Coutput/pdfs/30046,"Rango de precipitación","1900,2100 "
Coscomatepec,Veracruz de Ignacio de la Llave,Coutput/pdfs/30047,"Rango de precipitación","1400,1600 "
Cosoleacaque,Veracruz de Ignacio de la Llave,Coutput/pdfs/30048,"Rango de precipitación","1900,2600 "
Cotaxtla,Veracruz de Ignacio de la Llave,Coutput/pdfs/30049,"Rango de precipitación","1100,1300 "
Coxquihui,Veracruz de Ignacio de la Llave,Coutput/pdfs/30050,"Rango de precipitación","1900,3100 "
Coyutla,Veracruz de Ignacio de la Llave,Coutput/pdfs/30051,"Rango de precipitación","1900,2600 "
Cuichapa,Veracruz de Ignacio de la Llave,Coutput/pdfs/30052,"Rango de precipitación","2400,2600 "
Cuitláhuac,Veracruz de Ignacio de la Llave,Coutput/pdfs/30053,"Rango de precipitación","1400,2100 "
Chacaltianguis,Veracruz de Ignacio de la Llave,Coutput/pdfs/30054,"Rango de precipitación","1400,1600 "
Chalma,Veracruz de Ignacio de la Llave,Coutput/pdfs/30055,"Rango de precipitación","1400,1600 "
Chiconamel,Veracruz de Ignacio de la Llave,Coutput/pdfs/30056,"Rango de precipitación","1400,1600 "
Chiconquiaco,Veracruz de Ignacio de la Llave,Coutput/pdfs/30057,"Rango de precipitación","1500,2000 "
Chicontepec,Veracruz de Ignacio de la Llave,Coutput/pdfs/30058,"Rango de precipitación","1400,1600 "
Chinameca,Veracruz de Ignacio de la Llave,Coutput/pdfs/30059,"Rango de precipitación","1900,2600 "
Chinampa de Gorostiza,Veracruz de Ignacio de la Llave,Coutput/pdfs/30060,"Rango de precipitación","1400,1600 "
Las Choapas,Veracruz de Ignacio de la Llave,Coutput/pdfs/30061,"Rango de precipitación","2400,3100 "
Chocamán,Veracruz de Ignacio de la Llave,Coutput/pdfs/30062,"Rango de precipitación","1500,2000 "
Chontla,Veracruz de Ignacio de la Llave,Coutput/pdfs/30063,"Rango de precipitación","1100,1600 "
Chumatlán,Veracruz de Ignacio de la Llave,Coutput/pdfs/30064,"Rango de precipitación","2400,2600 "
Emiliano Zapata,Veracruz de Ignacio de la Llave,Coutput/pdfs/30065,"Rango de precipitación","900,1300 "
Espinal,Veracruz de Ignacio de la Llave,Coutput/pdfs/30066,"Rango de precipitación","1400,2100 "
Filomeno Mata,Veracruz de Ignacio de la Llave,Coutput/pdfs/30067,"Rango de precipitación","2900,3100 "
Fortín,Veracruz de Ignacio de la Llave,Coutput/pdfs/30068,"Rango de precipitación","1900,2100 "
Gutiérrez Zamora,Veracruz de Ignacio de la Llave,Coutput/pdfs/30069,"Rango de precipitación","1400,1600 "
Hidalgotitlán,Veracruz de Ignacio de la Llave,Coutput/pdfs/30070,"Rango de precipitación","1900,2600 "
Huatusco,Veracruz de Ignacio de la Llave,Coutput/pdfs/30071,"Rango de precipitación","1100,1600 "
Huayacocotla,Veracruz de Ignacio de la Llave,Coutput/pdfs/30072,"Rango de precipitación","500,2600 "
Hueyapan de Ocampo,Veracruz de Ignacio de la Llave,Coutput/pdfs/30073,"Rango de precipitación","1100,4100 "
Huiloapan de Cuauhtémoc,Veracruz de Ignacio de la Llave,Coutput/pdfs/30074,"Rango de precipitación","1100,1600 "
Ignacio de la Llave,Veracruz de Ignacio de la Llave,Coutput/pdfs/30075,"Rango de precipitación","1400,1600 "
Ilamatlán,Veracruz de Ignacio de la Llave,Coutput/pdfs/30076,"Rango de precipitación","1900,2600 "
Isla,Veracruz de Ignacio de la Llave,Coutput/pdfs/30077,"Rango de precipitación","1100,1600 "
Ixcatepec,Veracruz de Ignacio de la Llave,Coutput/pdfs/30078,"Rango de precipitación","1100,1300 "
Ixhuacán de los Reyes,Veracruz de Ignacio de la Llave,Coutput/pdfs/30079,"Rango de precipitación","900,2100 "
Ixhuatlán del Café,Veracruz de Ignacio de la Llave,Coutput/pdfs/30080,"Rango de precipitación","1900,2100 "
Ixhuatlancillo,Veracruz de Ignacio de la Llave,Coutput/pdfs/30081,"Rango de precipitación","1100,1600 "
Ixhuatlán del Sureste,Veracruz de Ignacio de la Llave,Coutput/pdfs/30082,"Rango de precipitación","1100,1300 "
Ixhuatlán de Madero,Veracruz de Ignacio de la Llave,Coutput/pdfs/30083,"Rango de precipitación","1400,2100 "
Ixmatlahuacan,Veracruz de Ignacio de la Llave,Coutput/pdfs/30084,"Rango de precipitación","1400,1600 "
Ixtaczoquitlán,Veracruz de Ignacio de la Llave,Coutput/pdfs/30085,"Rango de precipitación","1900,2600 "
Jalacingo,Veracruz de Ignacio de la Llave,Coutput/pdfs/30086,"Rango de precipitación","500,3100 "
Xalapa,Veracruz de Ignacio de la Llave,Coutput/pdfs/30087,"Rango de precipitación","1100,1600 "
Jalcomulco,Veracruz de Ignacio de la Llave,Coutput/pdfs/30088,"Rango de precipitación","1100,1300 "
Jáltipan,Veracruz de Ignacio de la Llave,Coutput/pdfs/30089,"Rango de precipitación","1500,2000 "
Jamapa,Veracruz de Ignacio de la Llave,Coutput/pdfs/30090,"Rango de precipitación","1100,1300 "
Jesús Carranza,Veracruz de Ignacio de la Llave,Coutput/pdfs/30091,"Rango de precipitación","1900,2600 "
Xico,Veracruz de Ignacio de la Llave,Coutput/pdfs/30092,"Rango de precipitación","1100,2100 "
Jilotepec,Veracruz de Ignacio de la Llave,Coutput/pdfs/30093,"Rango de precipitación","1400,1600 "
Juan Rodríguez Clara,Veracruz de Ignacio de la Llave,Coutput/pdfs/30094,"Rango de precipitación","1100,1600 "
Juchique de Ferrer,Veracruz de Ignacio de la Llave,Coutput/pdfs/30095,"Rango de precipitación","1500,2000 "
Landero y Coss,Veracruz de Ignacio de la Llave,Coutput/pdfs/30096,"Rango de precipitación","1500,2000 "
Lerdo de Tejada,Veracruz de Ignacio de la Llave,Coutput/pdfs/30097,"Rango de precipitación","2000,2500 "
Magdalena,Veracruz de Ignacio de la Llave,Coutput/pdfs/30098,"Rango de precipitación","2400,2600 "
Maltrata,Veracruz de Ignacio de la Llave,Coutput/pdfs/30099,"Rango de precipitación","500,1100 "
Manlio Fabio Altamirano,Veracruz de Ignacio de la Llave,Coutput/pdfs/30100,"Rango de precipitación","900,1100 "
Mariano Escobedo,Veracruz de Ignacio de la Llave,Coutput/pdfs/30101,"Rango de precipitación","900,1600 "
Martínez de la Torre,Veracruz de Ignacio de la Llave,Coutput/pdfs/30102,"Rango de precipitación","1900,2100 "
Mecatlán,Veracruz de Ignacio de la Llave,Coutput/pdfs/30103,"Rango de precipitación","2900,3100 "
